r1,r2,a11,a22,a12,a21,N1_eq,N2_eq,SoS1,SoS2,nu,nu_CE,rare_species,self_limitation,rare_extinction_rate,common_extinction_rate,mean_coexistence_time
6.2,17.0,2.0,2.2,0.7,2.9,0.017,7.3,2.8,0.74,-7.5,11.333241237157589,species1_rare,strong,0.84,0.14,4.1
14.0,19.0,2.2,2.8,2.0,0.21,0.32,6.2,1.4,6.2,14.0,228.18792345351625,species1_rare,weak,0.98,0.013,5.5
14.0,15.0,2.9,1.3,1.2,0.83,0.17,11.0,1.1,3.0,10.0,66.2922964150676,species1_rare,weak,0.99,0.007,6.1
10.0,12.0,2.5,2.9,2.3,0.2,0.12,4.0,1.2,6.0,9.3,104.04113441065434,species1_rare,weak,0.9,0.074,3.9
13.0,5.5,2.3,2.5,2.8,0.66,4.5,0.62,0.92,2.9,-3.8,1.5879327909821486,species2_rare,strong,0.7,0.23,3.0
5.8,7.3,2.9,2.3,1.0,0.25,0.73,2.7,1.9,4.1,2.1,20.927565617332245,species1_rare,weak,0.78,0.15,2.7
10.0,14.0,2.7,1.8,0.45,0.23,2.3,7.2,3.3,5.9,6.1,102.74627548573987,species1_rare,weak,0.99,0.01,9.0
16.0,12.0,2.6,0.31,0.24,1.5,4.1,17.0,1.3,1.7,2.5,-147.55355850944633,species1_rare,weak,0.8,0.2,26.0
2.9,11.0,3.0,2.4,0.056,1.6,0.58,3.7,8.8,1.5,-11.0,-38.46550482074197,species1_rare,strong,0.86,0.083,2.1
2.1,8.8,0.68,0.97,0.12,2.3,0.47,6.9,4.5,0.45,-13.0,0.5740169397554931,species1_rare,strong,0.68,0.27,3.5
19.0,17.0,1.7,2.3,2.3,0.7,1.7,6.4,0.99,2.2,2.8,26.91229917606121,species1_rare,weak,0.87,0.13,12.0
18.0,14.0,1.6,2.7,0.18,0.86,10.0,1.4,7.4,1.8,25.0,367.1975641058667,species2_rare,weak,1.0,0.001,6.9
20.0,18.0,1.5,0.65,0.63,0.91,3.2,22.0,1.0,1.6,5.3,33.208364994588756,species1_rare,weak,0.99,0.013,23.0
11.0,16.0,1.8,1.8,0.25,2.4,5.4,1.1,5.2,0.75,9.4,62.63501515742812,species2_rare,weak,0.92,0.081,8.0
7.9,12.0,2.6,1.9,0.74,1.6,1.2,5.0,2.3,1.5,-1.4,2.3592501764864915,species1_rare,strong,0.81,0.17,4.6
5.1,17.0,1.8,0.94,0.06,0.36,1.7,16.0,8.3,2.8,-39.0,-63.21896961742864,species1_rare,strong,1.0,0.0,5.8
5.5,15.0,2.6,1.3,0.036,1.0,1.6,10.0,11.0,2.0,-38.0,-424.6117943494927,species1_rare,strong,1.0,0.004,5.1
17.0,19.0,1.4,1.6,1.3,1.3,2.6,9.4,1.2,1.1,-0.58,8.356455368333975,species1_rare,strong,0.74,0.26,16.0
5.2,9.4,2.2,0.78,0.07,0.26,1.6,10.0,5.4,3.5,-8.0,-81.67654283000645,species1_rare,strong,1.0,0.0005,5.3
18.0,13.0,1.7,2.7,2.0,0.96,8.0,1.8,1.3,1.7,-1.3,3.7322737648165263,species2_rare,strong,0.87,0.13,8.7
18.0,7.7,1.4,2.9,1.7,0.11,9.9,1.9,1.6,8.0,-26.0,-172.97502993692288,species2_rare,strong,0.99,0.0075,7.3
3.1,9.9,2.7,2.2,0.42,1.4,0.19,3.9,3.7,1.4,-4.1,7.84543653664988,species1_rare,strong,0.85,0.085,2.0
4.7,6.7,1.2,2.9,1.6,0.6,0.51,1.9,1.6,1.7,0.069,4.247779088022307,species1_rare,weak,0.54,0.34,2.4
4.3,18.0,1.4,2.6,0.41,1.5,0.59,6.2,5.0,0.95,-11.0,21.162368205272113,species1_rare,strong,0.94,0.057,4.2
13.0,8.8,2.7,1.0,0.8,0.07,2.3,7.7,1.2,10.0,24.0,269.7518400837285,species1_rare,weak,0.99,0.009,9.5
20.0,9.1,2.0,2.2,1.6,0.47,7.5,2.0,1.3,3.7,-6.5,-0.24032499706702157,species2_rare,strong,0.95,0.048,8.6
18.0,15.0,2.3,2.2,1.3,1.7,6.5,1.2,1.6,1.4,0.57,15.006973216919976,species2_rare,weak,0.87,0.13,8.1
13.0,16.0,0.85,2.1,0.16,0.72,14.0,2.6,7.5,1.2,35.0,347.6395821947454,species2_rare,weak,1.0,0.0,12.0
8.0,12.0,2.9,1.0,0.35,0.9,1.3,9.4,2.5,2.5,0.26,0.22396627857039958,species1_rare,weak,0.98,0.014,5.1
9.2,5.0,1.9,2.3,1.4,0.48,3.7,0.98,1.4,3.0,-2.1,0.3616712015819843,species2_rare,strong,0.73,0.21,3.2
13.0,19.0,0.9,2.6,0.051,1.1,13.0,1.6,14.0,0.82,76.0,1218.2602408055207,species2_rare,weak,1.0,0.0,8.5
14.0,14.0,2.7,2.4,0.32,2.7,4.8,0.19,5.2,0.99,9.6,80.24524884045994,species2_rare,weak,0.92,0.071,5.4
9.8,8.4,2.5,0.97,0.88,0.53,1.1,7.0,1.1,3.4,6.7,23.315098355177795,species1_rare,weak,0.96,0.037,5.8
10.0,15.0,2.0,1.8,0.5,2.9,4.2,1.1,3.1,0.71,3.7,15.299381996213784,species2_rare,weak,0.72,0.27,6.9
7.5,11.0,1.3,1.6,0.17,1.7,4.9,1.1,5.4,0.79,8.8,59.83483766662666,species2_rare,weak,0.89,0.097,7.0
19.0,3.5,2.7,1.8,0.17,0.071,6.5,1.1,2.8,13.0,-27.0,195.85529978743608,species2_rare,strong,0.99,0.0055,4.0
10.0,18.0,2.6,0.47,0.14,0.53,1.9,33.0,3.0,3.5,7.3,-77.64692800159999,species1_rare,weak,1.0,0.0,7.9
14.0,16.0,1.8,2.6,0.65,1.9,7.6,0.079,3.4,0.93,9.1,55.92336437615295,species2_rare,weak,0.98,0.022,6.5
15.0,10.0,1.3,2.3,0.75,0.85,10.0,0.3,2.6,1.5,5.3,66.93135941404509,species2_rare,weak,1.0,0.0025,5.7
3.0,12.0,1.3,1.1,0.077,0.57,1.0,9.7,6.6,1.6,-21.0,3.3066810778320463,species1_rare,strong,1.0,0.004,4.0
16.0,5.6,2.5,2.4,1.9,0.34,4.8,1.3,1.2,5.3,-7.2,-3.8027546386577713,species2_rare,strong,0.86,0.11,4.3
5.8,13.0,2.6,2.9,1.2,0.89,0.039,3.9,2.2,2.2,-0.061,21.49824346390357,species1_rare,strong,0.87,0.089,2.8
4.0,19.0,1.2,2.9,0.43,2.1,0.3,6.1,5.2,0.65,-13.0,16.16694059223042,species1_rare,strong,0.91,0.073,4.1
11.0,4.5,0.81,1.7,1.6,0.15,11.0,1.0,1.1,3.9,-14.0,-25.251794249688615,species2_rare,strong,0.95,0.042,4.7
6.0,11.0,2.0,1.8,0.82,0.014,0.31,5.4,1.9,5.8,9.8,1735.3401709840518,species1_rare,weak,0.98,0.015,3.7
18.0,18.0,2.6,0.96,0.76,1.3,1.9,16.0,1.2,1.9,4.3,20.29023159471347,species1_rare,weak,0.99,0.015,12.0
8.8,2.3,1.3,1.7,0.77,0.15,6.0,0.23,1.5,4.5,-8.9,19.870579814925996,species2_rare,strong,0.95,0.029,2.4
16.0,8.4,1.5,2.5,0.64,0.73,9.6,0.14,2.9,2.0,4.6,93.12582246202074,species2_rare,weak,1.0,0.001,4.4
1.8,17.0,1.4,0.88,0.019,2.9,0.32,17.0,13.0,0.67,-100.0,-141.41359840619327,species1_rare,strong,0.98,0.013,2.4
4.2,11.0,2.7,1.9,0.22,1.3,0.83,4.5,5.0,1.6,-6.1,-5.94210010573033,species1_rare,strong,0.87,0.092,2.9
17.0,13.0,0.95,1.5,0.57,0.49,15.0,3.5,2.3,1.8,2.6,63.18721016035102,species2_rare,weak,1.0,0.0,19.0
6.1,17.0,2.3,2.5,0.25,2.1,1.6,5.1,6.4,1.1,-9.3,-14.76611543771267,species1_rare,strong,0.84,0.14,5.2
9.4,8.4,2.8,3.0,0.53,1.9,2.9,0.58,3.6,1.4,2.6,14.788953273582203,species2_rare,weak,0.75,0.19,3.1
9.3,6.1,1.8,1.5,1.0,0.95,4.2,0.74,1.3,1.7,-0.64,6.9122011923637015,species2_rare,strong,0.74,0.23,4.4
3.5,12.0,1.9,2.1,0.069,2.4,1.2,3.7,8.5,0.84,-9.9,-36.134571722212435,species1_rare,strong,0.73,0.21,3.1
8.5,6.5,2.7,3.0,1.0,1.4,2.6,0.61,2.2,1.7,0.54,4.384272279636723,species2_rare,weak,0.67,0.24,2.5
7.5,19.0,1.5,1.7,0.51,2.3,1.4,8.5,2.9,0.69,-7.9,3.981814505342917,species1_rare,strong,0.85,0.14,7.9
9.4,11.0,2.1,2.4,0.26,2.2,4.0,0.33,5.2,0.95,7.7,50.43190314315716,species2_rare,weak,0.86,0.12,4.2
5.0,15.0,0.91,1.6,0.43,2.4,0.73,7.8,3.2,0.43,-9.6,3.689296389311248,species1_rare,strong,0.68,0.3,6.5
5.0,8.2,1.6,2.1,1.0,1.1,0.42,3.2,1.8,1.3,-0.66,5.077556622767537,species1_rare,strong,0.68,0.26,3.0
3.6,17.0,2.5,2.3,0.27,1.8,0.32,6.7,5.9,1.3,-15.0,16.448272155225805,species1_rare,strong,0.96,0.022,2.6
7.4,3.7,2.4,1.8,0.52,0.68,2.5,0.55,2.1,2.7,-0.54,9.212797054216505,species2_rare,strong,0.72,0.2,2.5
4.8,7.7,3.0,2.2,1.2,1.2,0.11,3.0,1.7,1.9,0.27,5.733946545150964,species1_rare,weak,0.72,0.18,2.1
8.2,16.0,0.74,1.9,0.8,0.28,1.1,7.9,2.2,2.2,0.2,148.09670855933393,species1_rare,weak,0.99,0.008,9.8
6.8,5.4,2.7,2.4,2.6,0.5,0.48,1.7,0.94,3.3,1.5,3.96231320610756,species1_rare,weak,0.56,0.29,2.1
11.0,11.0,0.4,2.2,0.41,0.26,22.0,2.1,3.8,1.5,24.0,31.023275365123098,species2_rare,weak,1.0,0.0,10.0
2.0,3.9,1.6,1.9,0.61,2.5,0.1,1.4,2.0,0.78,-0.82,0.2581897014218541,species1_rare,strong,0.36,0.32,1.4
4.9,5.3,2.9,1.3,0.81,0.94,0.57,2.8,1.5,2.2,0.77,1.7706100810010597,species1_rare,weak,0.68,0.22,2.3
13.0,5.3,1.1,0.83,0.7,0.31,9.6,1.7,1.1,3.0,-7.5,33.18963878598394,species2_rare,strong,0.99,0.009,9.3
3.6,16.0,1.5,2.6,0.31,1.0,0.58,5.5,5.8,1.3,-11.0,25.01888742511786,species1_rare,strong,0.95,0.038,3.5
16.0,9.3,3.0,2.6,2.7,1.4,4.2,0.97,1.0,2.0,-1.7,2.5172167526584,species2_rare,strong,0.66,0.3,4.0
8.2,17.0,0.71,1.3,0.49,0.88,3.1,10.0,2.5,0.83,-5.7,20.236176159650675,species1_rare,strong,0.94,0.064,17.0
6.0,4.8,0.92,2.8,0.32,0.6,5.3,0.24,3.4,1.4,5.0,33.46779159369459,species2_rare,weak,0.95,0.034,2.7
12.0,7.9,1.5,2.9,1.6,0.35,5.8,1.7,1.7,3.4,-3.6,-15.085048531816124,species2_rare,strong,0.85,0.14,5.7
5.8,1.9,2.9,1.2,0.3,0.5,1.6,0.044,1.5,3.2,-1.3,12.114591474412595,species2_rare,strong,0.62,0.21,1.8
18.0,17.0,2.9,1.5,1.2,1.4,2.2,8.8,1.2,2.0,2.6,8.175893550035427,species1_rare,weak,0.92,0.079,11.0
3.6,6.9,1.4,2.5,0.81,0.17,0.54,2.3,2.4,2.8,0.36,28.443120153215823,species1_rare,weak,0.71,0.2,2.6
17.0,14.0,2.8,0.93,1.1,1.6,1.6,11.0,0.88,1.7,4.1,3.754424406214359,species1_rare,weak,0.81,0.19,10.0
5.8,9.2,2.0,2.0,0.68,0.4,1.1,3.8,2.5,3.0,0.67,19.789454030713774,species1_rare,weak,0.85,0.12,4.1
6.5,14.0,1.7,0.81,0.23,2.9,2.1,8.6,3.0,0.63,-7.8,-22.1194947449318,species1_rare,strong,0.69,0.3,6.9
13.0,18.0,2.7,1.2,0.48,1.7,2.5,11.0,2.4,1.5,-3.6,-20.00301828664497,species1_rare,strong,0.95,0.045,12.0
2.8,1.3,2.0,2.8,1.9,0.16,0.84,0.061,1.1,2.4,-0.53,-0.06854540280251939,species2_rare,strong,0.38,0.2,1.2
12.0,20.0,1.6,2.7,1.5,1.5,0.96,6.4,1.7,1.1,-1.8,14.19769830484983,species1_rare,strong,0.82,0.18,8.3
13.0,16.0,2.6,1.1,0.88,2.4,1.3,10.0,1.2,1.1,-0.73,1.215592183219375,species1_rare,strong,0.7,0.29,8.7
17.0,19.0,2.4,2.0,0.48,2.4,6.1,1.8,3.6,1.0,5.6,48.76803070758911,species2_rare,weak,0.93,0.064,10.0
18.0,7.9,2.9,2.1,0.035,0.7,5.7,1.4,7.1,3.5,7.6,999.4745461245113,species2_rare,weak,0.98,0.021,5.8
12.0,13.0,1.8,1.8,0.072,1.7,5.9,0.94,8.6,1.0,19.0,346.17874017922713,species2_rare,weak,0.97,0.023,6.8
14.0,7.9,1.9,1.6,0.67,0.83,6.6,0.83,2.1,2.1,-0.16,41.3073046052729,species2_rare,strong,0.97,0.028,6.0
7.6,8.8,2.5,1.2,0.72,0.71,0.87,6.2,1.5,2.6,3.0,15.695914187027332,species1_rare,weak,0.92,0.062,4.6
3.4,2.1,2.8,2.6,0.7,1.0,0.84,0.071,1.6,1.8,-0.083,1.1131175847661385,species2_rare,strong,0.44,0.21,1.3
19.0,8.0,1.7,3.0,1.1,0.3,9.9,1.4,2.2,4.5,-9.8,5.63569106332161,species2_rare,strong,1.0,0.0005,5.4
12.0,2.7,2.0,2.6,1.2,0.17,5.3,0.31,1.5,6.3,-12.0,9.471363165977536,species2_rare,strong,0.94,0.033,2.2
11.0,7.3,2.7,2.7,0.22,1.4,3.7,0.42,4.8,1.8,5.0,70.91541269216287,species2_rare,weak,0.89,0.077,3.4
14.0,6.0,2.4,0.24,0.48,0.44,2.1,17.0,0.54,4.2,27.0,-6.056282529416829,species1_rare,weak,0.97,0.026,12.0
19.0,17.0,2.0,3.0,2.4,1.5,6.6,1.8,1.2,1.3,-0.14,1.927380884311813,species2_rare,strong,0.7,0.29,8.0
9.8,12.0,1.5,2.4,0.033,2.0,5.7,0.052,11.0,0.8,28.0,734.5984638836918,species2_rare,weak,0.98,0.018,4.8
18.0,14.0,0.64,1.9,0.96,0.12,18.0,6.0,1.8,4.4,-16.0,-466.025763634194,species2_rare,strong,0.94,0.005,170.0
8.3,17.0,1.1,1.1,0.35,0.58,2.9,12.0,2.9,1.6,-5.7,60.03715006350734,species1_rare,strong,1.0,0.001,14.0
6.1,15.0,2.9,1.9,0.1,0.91,1.6,6.3,8.4,2.3,-14.0,-71.77012663072415,species1_rare,strong,0.97,0.029,4.9
1.8,3.3,2.6,1.5,0.24,0.9,0.17,1.4,2.4,1.4,-0.63,0.350834132620444,species1_rare,strong,0.57,0.19,1.4
19.0,3.3,1.6,0.73,0.67,0.15,11.0,1.0,1.1,7.0,-29.0,87.8503607168077,species2_rare,strong,1.0,0.001,5.8
6.1,16.0,0.51,2.7,0.86,0.78,0.77,5.4,2.8,0.7,-4.8,21.803627330578514,species1_rare,strong,0.8,0.2,8.7
19.0,11.0,1.3,1.6,1.3,0.56,12.0,2.3,1.2,2.1,-4.3,15.064364694677696,species2_rare,strong,0.97,0.025,12.0
12.0,17.0,1.9,1.8,1.2,1.4,0.48,8.5,1.5,1.4,-0.32,22.452329848734156,species1_rare,strong,0.92,0.076,7.9
19.0,6.0,2.4,1.8,2.1,0.3,6.0,1.7,0.88,5.9,-11.0,-5.760981750100345,species2_rare,strong,0.88,0.11,6.4
9.4,1.6,2.7,2.3,0.46,0.11,3.1,0.11,1.4,7.0,-8.3,23.26549450564923,species2_rare,strong,0.89,0.048,1.7
15.0,18.0,1.3,2.3,0.5,1.5,11.0,0.54,3.8,0.85,15.0,95.87087971908178,species2_rare,weak,1.0,0.004,8.2
5.1,15.0,2.6,2.3,0.056,1.1,1.5,5.2,11.0,1.8,-17.0,-103.32756012704836,species1_rare,strong,0.93,0.053,4.4
1.9,17.0,2.9,2.5,0.0061,1.5,0.3,6.3,17.0,1.3,-45.0,-389.0400897660109,species1_rare,strong,0.97,0.013,1.7
7.6,6.5,3.0,0.53,0.17,0.88,1.8,7.4,2.4,2.6,0.51,-69.68546545293457,species1_rare,weak,0.89,0.1,5.9
5.6,17.0,2.0,2.3,0.42,0.66,0.86,6.9,4.4,2.2,-6.6,57.02907723869316,species1_rare,strong,0.99,0.011,4.3
19.0,13.0,2.5,0.93,1.2,0.15,0.91,13.0,0.79,9.2,50.0,440.57433398377844,species1_rare,weak,1.0,0.0,7.5
6.1,8.7,1.6,3.0,0.16,2.4,3.2,0.07,6.2,0.72,8.5,47.15921230978662,species2_rare,weak,0.83,0.13,3.0
9.5,7.6,2.2,1.6,0.64,1.4,3.6,0.91,2.1,1.5,0.87,11.416933791296993,species2_rare,weak,0.74,0.22,4.4
13.0,19.0,1.6,2.3,1.5,0.51,0.39,7.8,1.5,2.7,4.2,103.73994573849279,species1_rare,weak,0.98,0.015,7.5
15.0,6.9,2.5,1.2,1.1,1.0,5.4,0.31,1.1,2.2,-2.9,19.253042164985203,species2_rare,strong,0.83,0.16,6.0
18.0,6.5,1.2,2.6,1.4,0.098,12.0,1.6,1.7,7.6,-32.0,-168.6646063151748,species2_rare,strong,1.0,0.002,6.0
10.0,17.0,2.4,2.7,1.3,0.22,0.76,5.9,2.0,5.6,9.3,177.3804908500643,species1_rare,weak,0.98,0.02,5.1
14.0,7.0,2.5,2.5,0.34,0.65,5.1,1.1,3.9,3.2,1.4,64.00511406963258,species2_rare,weak,0.95,0.037,4.5
11.0,15.0,1.8,3.0,2.1,1.1,0.51,4.6,1.4,1.5,0.31,13.535302935138454,species1_rare,weak,0.78,0.2,5.8
17.0,6.9,2.3,1.1,2.6,0.089,0.74,5.6,0.45,10.0,24.0,142.26498010136874,species1_rare,weak,0.95,0.046,6.9
5.3,20.0,3.0,1.2,0.15,1.2,0.66,16.0,5.8,1.9,-29.0,9.634721540746295,species1_rare,strong,1.0,0.0005,3.3
13.0,4.8,1.8,2.4,2.7,0.41,5.5,0.66,0.9,3.4,-6.1,-0.277324463518913,species2_rare,strong,0.78,0.17,3.1
9.1,4.6,2.1,2.7,1.6,0.85,3.8,0.12,1.5,2.1,-1.2,6.319463503466093,species2_rare,strong,0.75,0.17,2.4
8.2,13.0,1.1,2.6,1.3,0.37,1.4,4.3,1.8,2.4,0.79,33.93360824198655,species1_rare,weak,0.83,0.15,6.9
9.1,8.2,2.0,2.2,1.9,1.7,3.9,0.25,1.2,1.1,0.077,1.8916492832840843,species2_rare,weak,0.55,0.4,3.2
14.0,14.0,1.1,1.2,1.1,0.39,1.5,10.0,1.1,2.4,5.8,88.03061950254508,species1_rare,weak,0.99,0.009,13.0
16.0,16.0,2.1,2.5,2.4,0.25,0.52,5.8,1.1,5.7,12.0,136.21326893903841,species1_rare,weak,0.97,0.03,6.6
13.0,7.4,2.0,2.2,0.061,0.47,6.2,1.6,6.3,3.3,6.6,425.4916339694149,species2_rare,weak,0.98,0.015,6.2
16.0,5.4,2.0,2.3,1.3,0.36,6.6,0.92,1.6,4.4,-7.9,12.726678271251869,species2_rare,strong,0.96,0.035,4.2
5.3,2.5,2.5,2.5,0.54,0.32,1.6,0.4,1.9,3.4,-0.96,2.7754951860036496,species2_rare,strong,0.62,0.2,1.7
17.0,4.3,2.2,1.2,1.0,0.39,7.1,0.47,1.1,4.4,-11.0,39.162840403486626,species2_rare,strong,0.98,0.022,4.8
18.0,4.1,1.7,2.4,2.0,0.24,9.5,0.39,1.1,5.3,-19.0,15.894424035679561,species2_rare,strong,0.98,0.018,3.1
1.7,1.9,0.067,2.8,1.2,0.015,5.6,0.28,1.3,1.5,-0.35,-120.92239067717236,species2_rare,strong,0.51,0.2,1.4
19.0,17.0,2.5,2.5,2.7,0.18,0.63,6.2,0.94,8.1,20.0,216.44170785604604,species1_rare,weak,0.98,0.017,6.9
13.0,15.0,0.83,1.2,0.1,0.89,14.0,1.4,6.8,0.95,36.0,610.9804808494742,species2_rare,weak,1.0,0.0,11.0
7.7,4.1,2.0,2.9,0.51,0.33,3.2,0.71,2.7,3.6,-1.2,7.410437202607171,species2_rare,strong,0.84,0.11,2.5
16.0,9.6,2.3,2.8,1.5,1.0,5.6,1.0,1.7,2.1,-0.9,10.413592988087197,species2_rare,strong,0.87,0.12,5.2
10.0,14.0,2.2,2.8,1.9,2.4,0.51,4.1,1.4,0.95,-0.83,2.140760004289528,species1_rare,strong,0.59,0.37,4.0
11.0,2.6,2.8,0.11,0.4,0.24,2.2,10.0,0.37,5.9,23.0,-29.228327438507495,species1_rare,weak,0.78,0.21,9.5
11.0,12.0,1.0,2.9,0.093,0.47,9.6,2.1,8.6,2.0,25.0,334.2444407113893,species2_rare,weak,1.0,0.0015,8.3
5.9,4.7,2.6,2.0,2.5,1.4,0.41,1.6,0.84,1.6,0.46,0.36565090802713257,species1_rare,weak,0.45,0.35,1.8
12.0,14.0,2.0,2.4,0.13,1.8,5.4,1.4,8.0,1.1,14.0,151.0050882834929,species2_rare,weak,0.95,0.045,7.0
16.0,13.0,1.0,2.0,0.11,0.64,14.0,1.3,7.7,1.6,39.0,765.2623955375366,species2_rare,weak,1.0,0.0,7.4
9.5,9.5,2.9,2.6,0.37,2.2,2.8,0.88,4.3,1.3,2.9,17.805838660516272,species2_rare,weak,0.71,0.23,3.5
2.9,1.6,1.9,2.5,0.45,0.048,0.95,0.23,1.5,2.7,-0.46,-2.8643734157817713,species2_rare,strong,0.52,0.19,1.4
15.0,6.7,2.2,2.9,1.1,0.11,5.6,1.8,2.2,8.7,-13.0,-62.291367751108986,species2_rare,strong,0.93,0.054,5.6
5.0,18.0,2.4,2.8,0.48,2.2,0.52,5.6,4.7,1.1,-9.2,9.765698067367145,species1_rare,strong,0.91,0.067,3.3
11.0,19.0,1.5,2.3,0.011,1.9,6.7,2.0,17.0,0.81,38.0,2195.6324330322664,species2_rare,weak,0.99,0.013,9.3
8.3,5.8,2.5,2.3,0.99,1.5,2.7,0.32,1.9,1.6,0.43,5.92667357684279,species2_rare,weak,0.67,0.24,2.5
13.0,7.4,1.7,2.8,2.1,0.79,6.2,0.56,1.2,2.0,-2.1,5.6743693138422655,species2_rare,strong,0.82,0.15,4.1
9.8,11.0,2.8,1.3,0.88,2.2,1.5,5.3,1.4,1.2,-0.3,-1.2862352138731867,species1_rare,strong,0.65,0.32,4.9
4.7,10.0,1.4,1.4,0.15,0.073,1.9,6.4,5.2,4.0,-2.9,242.98664594368105,species1_rare,strong,0.99,0.013,6.8
19.0,4.6,0.33,1.6,0.92,0.042,52.0,0.89,1.5,5.9,-110.0,-363.9029687507385,species2_rare,strong,1.0,0.0,5.1
11.0,9.6,0.7,2.4,2.0,0.39,9.0,2.1,1.2,1.7,-1.6,-17.95129478965521,species2_rare,strong,0.75,0.24,8.0
15.0,18.0,2.5,2.1,1.6,0.22,0.21,8.4,1.2,6.7,22.0,292.53026951057785,species1_rare,weak,1.0,0.004,6.0
14.0,14.0,2.5,2.5,2.5,1.1,0.047,5.2,0.98,2.1,2.9,17.18088310910917,species1_rare,weak,0.82,0.16,5.5
13.0,8.8,2.8,2.1,2.5,0.097,0.91,3.6,0.87,8.9,11.0,100.56934010399816,species1_rare,weak,0.84,0.12,4.5
4.7,12.0,2.4,2.2,0.69,0.16,0.15,4.9,2.7,3.8,2.6,159.54261963115573,species1_rare,weak,0.97,0.018,2.8
11.0,14.0,1.1,3.0,0.92,1.1,8.0,1.3,2.8,0.99,6.1,14.316243315582911,species2_rare,weak,0.93,0.07,7.3
2.8,9.1,2.6,2.8,0.45,1.9,0.19,2.7,3.9,1.2,-3.5,3.169840781984434,species1_rare,strong,0.69,0.16,1.8
13.0,12.0,1.4,0.35,0.13,0.034,5.4,31.0,2.3,9.7,96.0,3393.6358869140877,species1_rare,weak,1.0,0.0,58.0
6.7,12.0,1.8,2.2,0.22,2.9,3.1,0.66,5.7,0.65,6.1,25.254065768036337,species2_rare,weak,0.73,0.23,4.0
19.0,13.0,2.1,2.7,1.3,1.4,8.2,0.24,1.9,1.5,1.8,35.81076447203855,species2_rare,weak,0.97,0.027,6.0
2.7,6.4,1.2,1.4,0.36,0.73,0.32,3.6,2.7,1.3,-2.3,8.365627609281507,species1_rare,strong,0.79,0.16,2.8
8.1,9.4,1.5,2.7,1.0,1.6,4.2,0.69,2.2,0.97,2.2,5.311122427103969,species2_rare,weak,0.7,0.26,4.0
4.2,11.0,2.7,1.8,0.27,1.0,0.69,5.2,4.5,1.9,-5.8,5.138515758261393,species1_rare,strong,0.94,0.045,2.8
17.0,7.4,1.2,2.5,1.6,0.037,11.0,2.4,1.4,11.0,-41.0,-615.7301276582707,species2_rare,strong,0.99,0.011,10.0
18.0,20.0,1.4,1.8,1.2,0.014,3.4,11.0,1.5,15.0,50.0,4759.859504908307,species1_rare,weak,1.0,0.001,17.0
7.7,14.0,0.72,1.2,0.53,0.4,1.3,11.0,2.0,1.6,-1.9,108.55669297093412,species1_rare,strong,1.0,0.002,11.0
18.0,11.0,2.7,2.4,0.048,1.4,6.4,0.76,9.5,1.9,21.0,1008.3325421322982,species2_rare,weak,0.99,0.005,5.5
7.2,15.0,0.67,2.3,0.64,1.2,7.3,2.1,3.0,0.57,6.4,4.713379431626328,species2_rare,weak,0.76,0.23,9.9
9.9,17.0,2.5,1.1,0.38,1.1,1.6,13.0,2.6,2.0,-3.7,9.945096711161941,species1_rare,strong,0.99,0.0055,7.6
9.7,5.6,0.83,1.5,0.61,0.3,9.5,1.2,1.9,2.4,-1.7,25.569443372891158,species2_rare,strong,0.99,0.006,6.1
19.0,3.6,2.5,1.3,1.6,0.062,5.9,1.8,0.86,13.0,-25.0,-53.310455033968104,species2_rare,strong,0.93,0.059,5.9
17.0,12.0,1.4,2.1,0.4,0.45,11.0,3.0,3.9,2.7,5.0,89.77554834218489,species2_rare,weak,1.0,0.001,15.0
6.3,8.5,2.5,2.2,1.2,1.9,0.84,2.7,1.7,1.3,-0.4,0.7244387566952349,species1_rare,strong,0.56,0.34,2.6
14.0,10.0,2.8,2.8,0.87,1.5,4.2,1.1,2.6,1.8,1.3,14.841055678369353,species2_rare,weak,0.82,0.16,4.8
14.0,6.4,0.86,2.5,1.4,0.049,12.0,1.9,1.6,8.1,-34.0,-456.7299603852515,species2_rare,strong,0.99,0.0055,6.8
5.2,11.0,2.0,2.2,0.39,0.7,1.3,4.1,3.9,2.1,-2.5,8.11547066708778,species1_rare,strong,0.86,0.11,4.3
9.4,17.0,2.5,1.9,0.52,0.16,1.7,7.9,3.2,6.1,8.7,256.71260607945294,species1_rare,weak,1.0,0.0035,6.9
6.0,19.0,2.7,1.9,0.2,2.3,1.2,8.3,6.5,1.1,-19.0,-32.41605173725327,species1_rare,strong,0.96,0.035,4.5
15.0,13.0,2.5,2.6,0.054,2.1,5.5,0.34,11.0,1.2,24.0,636.546297070141,species2_rare,weak,0.97,0.024,5.0
11.0,15.0,1.3,1.5,0.16,1.5,7.1,2.2,6.1,0.89,12.0,118.78500945721056,species2_rare,weak,0.98,0.021,11.0
14.0,2.5,0.39,1.9,2.0,0.021,33.0,0.41,0.97,8.3,-120.0,-480.1254629933992,species2_rare,strong,0.99,0.0045,2.6
6.6,8.7,2.1,1.7,0.79,0.73,1.1,4.1,1.9,2.2,0.51,7.945651977254022,species1_rare,weak,0.81,0.16,4.3
18.0,7.5,1.8,2.0,0.24,0.1,8.9,2.8,4.2,9.3,-16.0,39.23957298803629,species2_rare,strong,1.0,0.0015,14.0
17.0,17.0,1.3,2.9,2.5,0.091,1.8,5.5,1.2,8.0,13.0,310.5065822472855,species1_rare,weak,0.95,0.046,11.0
