r1,r2,a11,a12,a21,a22,N1_eq,N2_eq,left_PGR1,left_PGR2,left_flag,nu,nu_sign,coexist,S1,S2,F1_star,CE1,CE2,CE_case,Rank
16.0,19.0,0.7,0.5,0.7,0.5,2.72830786215955e-10,35.99999999954164,2.8421709430404007e-12,-0.3213204315976954,1,0.0,0,0,1.0,1.0,7.57863295048225e-12,-6.0,4.285714285714285,-1,2
17.0,19.0,0.7,0.5,0.7,0.5,4.872474741879065e-10,35.999999999232585,5.0954795938196185e-12,-0.32132043159540347,1,0.0,0,0,1.0,1.0,1.3534652060880514e-11,-4.0,2.8571428571428577,-1,2
18.0,19.0,0.7,0.5,0.7,0.5,1.2126451994816478e-09,35.99999999820243,1.2725376308253544e-11,-0.321320431587651,1,0.0,0,0,1.0,1.0,3.3684588875037514e-11,-2.0,1.428571428571427,-1,2
15.0,20.0,0.7,0.5,0.7,0.5,1.2173622453826475e-10,37.9999999997687,1.1959322421262186e-12,-0.32208349916787826,1,0.0,0,0,1.0,1.0,3.2035848562793622e-12,-10.0,7.142857142857146,-1,2
16.0,20.0,0.7,0.5,0.7,0.5,2.1788236851684113e-10,37.99999999961362,2.150279954094003e-12,-0.32208349916690304,1,0.0,0,0,1.0,1.0,5.733746539942297e-12,-8.0,5.714285714285715,-1,2
17.0,20.0,0.7,0.5,0.7,0.5,3.151773021642161e-10,37.99999999947602,3.1223912344557903e-12,-0.3220834991659163,1,0.0,0,0,1.0,1.0,8.294139530682841e-12,-6.0,4.285714285714288,-1,2
18.0,20.0,0.7,0.5,0.7,0.5,5.435735721426515e-10,37.999999999149466,5.403677505455562e-12,-0.322083499163599,1,0.0,0,0,1.0,1.0,1.4304567688080066e-11,-4.0,2.8571428571428577,-1,2
19.0,20.0,0.7,0.5,0.7,0.5,1.2234935597433674e-09,37.99999999819195,1.220090695142062e-11,-0.3220834991567014,1,0.0,0,0,1.0,1.0,3.219719894111022e-11,-2.0,1.4285714285714306,-1,2
15.0,15.0,0.9,0.5,0.7,0.5,0.007518792433840905,27.989472559818275,0.00020049970460878086,-0.31713867228799764,1,3.6611902125549762,1,0,1.0,1.2616822429906545,0.00026855715813321073,0.0,4.444444444444445,-1,2
16.0,15.0,0.9,0.5,0.7,0.5,5.000000001325863,20.999999998010736,0.13353139266051262,-0.24686007791184394,1,2.105263157458537,1,1,1.0,1.2631578947368423,0.19230769236359385,2.0,3.333333333333332,-1,2
15.0,16.0,0.9,0.5,0.7,0.5,9.614526338660748e-10,29.999999998557826,2.3929302983560774e-11,-0.31845373110629804,1,3.9252336445453233,1,0,1.0,1.2616822429906545,3.204842112938271e-11,-2.0,5.873015873015875,-1,2
16.0,16.0,0.9,0.5,0.7,0.5,0.008019971199464503,29.988770839545477,0.0002004979486933678,-0.3183516535439903,1,3.944835640571846,1,0,1.0,1.2631578947368423,0.00026736097371428565,0.0,4.761904761904763,-1,2
17.0,16.0,0.9,0.5,0.7,0.5,5.0000000014095525,22.999999997894655,0.1251631429897948,-0.252702353536296,1,2.3801652887914204,1,1,1.0,1.2644628099173556,0.17857142862620717,2.0,3.650793650793652,-1,2
15.0,17.0,0.9,0.5,0.7,0.5,4.677411929972677e-10,31.999999999251614,1.0913936421275139e-11,-0.3195226783018428,1,4.1869158876913515,1,0,1.0,1.2616822429906545,1.4616912281292808e-11,-4.0,7.301587301587302,-1,2
16.0,17.0,0.9,0.5,0.7,0.5,1.0560934791748696e-09,31.999999998422904,2.475220028941294e-11,-0.31952267829480263,1,4.210526315443004,1,0,1.0,1.2631578947368423,3.3002921224752005e-11,-2.0,6.19047619047619,-1,2
17.0,17.0,0.9,0.5,0.7,0.5,0.008521150461377741,31.98806911853566,0.00020049641032837684,-0.3194207106207094,1,4.228700557761892,1,0,1.0,1.2644628099173556,0.00026631432880003703,0.0,5.079365079365079,-1,2
18.0,17.0,0.9,0.5,0.7,0.5,5.0000000014547235,24.999999997835737,0.1177830356910814,-0.25782910928333136,1,2.6562499995193534,1,1,1.0,1.265625,0.16666666671909935,2.0,3.9682539682539684,-1,2
15.0,18.0,0.9,0.5,0.7,0.5,2.7810405469049975e-10,33.99999999952722,6.107558903067911e-12,-0.3204718952716319,1,4.448598130742879,1,0,1.0,1.2616822429906545,8.17953102035565e-12,-6.0,8.730158730158733,-1,2
16.0,18.0,0.9,0.5,0.7,0.5,4.686545401195445e-10,33.999999999256396,1.0337952716099608e-11,-0.3204718952694807,1,4.473684210366811,1,0,1.0,1.2631578947368423,1.3783957062451013e-11,-4.0,7.61904761904762,-1,2
17.0,18.0,0.9,0.5,0.7,0.5,1.0834357254968595e-09,33.99999999838839,2.3993251829779183e-11,-0.3204718952625396,1,4.495867768238675,1,0,1.0,1.2644628099173556,3.186575663275559e-11,-2.0,6.50793650793651,-1,2
18.0,18.0,0.9,0.5,0.7,0.5,0.009022330132314424,33.98736739691843,0.0002004950514322701,-0.32037002506453804,1,4.5127489541825305,1,0,1.0,1.265625,0.0002653908313427588,0.0,5.396825396825399,-1,2
19.0,18.0,0.9,0.5,0.7,0.5,5.000000001519723,26.99999999774691,0.11122563514440609,-0.26236426444908556,1,2.9333333328302937,1,1,1.0,1.2666666666666668,0.15625000005107223,2.0,4.285714285714288,-1,2
15.0,19.0,0.9,0.5,0.7,0.5,1.7312068912303187e-10,35.99999999968838,3.5904612616377563e-12,-0.3213204315987608,1,4.710280373768356,1,0,1.0,1.2616822429906545,4.8089080312138305e-12,-8.0,10.15873015873016,-1,2
16.0,19.0,0.9,0.5,0.7,0.5,2.9435483006381474e-10,35.999999999505484,6.132427898819515e-12,-0.32132043159746493,1,4.736842105159361,1,0,1.0,1.2631578947368423,8.176523057373648e-12,-6.0,9.047619047619047,-1,2
17.0,19.0,0.9,0.5,0.7,0.5,5.245067111756057e-10,35.9999999991739,1.0969891661716247e-11,-0.32132043159500556,1,4.760330578333808,1,0,1.0,1.2644628099173556,1.4569630866111106e-11,-4.0,7.936507936507937,-1,2
18.0,19.0,0.9,0.5,0.7,0.5,1.169555442060878e-09,35.999999998266304,2.454614289604251e-11,-0.3213204315881115,1,4.7812499996144115,1,0,1.0,1.265625,3.2487651168866825e-11,-2.0,6.825396825396826,-1,2
19.0,19.0,0.9,0.5,0.7,0.5,0.009523510144332207,35.986665674794736,0.00020049384232567746,-0.3212186484458841,1,4.796952288620057,1,0,1.0,1.2666666666666668,0.0002645699547639025,0.0,5.714285714285715,-1,2
20.0,19.0,0.9,0.5,0.7,0.5,5.0000000016002675,28.999999997634866,0.10536051569188087,-0.26640467398623313,1,3.2112676051032247,1,1,1.0,1.2676056338028172,0.1470588235797867,2.0,4.603174603174605,-1,2
15.0,20.0,0.9,0.5,0.7,0.5,1.4798298537683885e-10,37.99999999971883,2.90745205688836e-12,-0.32208349916761225,1,4.971962616766284,1,0,1.0,1.2616822429906545,3.8942890888778295e-12,-10.0,11.58730158730159,-1,2
16.0,20.0,0.9,0.5,0.7,0.5,1.9116472158855278e-10,37.999999999661,3.772981926886132e-12,-0.3220834991671744,1,4.999999999930244,1,0,1.0,1.2631578947368423,5.030650568139381e-12,-8.0,10.476190476190478,-1,2
17.0,20.0,0.9,0.5,0.7,0.5,3.095462948574322e-10,37.999999999485375,6.133316077239215e-12,-0.3220834991659731,1,5.024793388320775,1,0,1.0,1.2644628099173556,8.145955127871124e-12,-6.0,9.365079365079367,-1,2
18.0,20.0,0.9,0.5,0.7,0.5,5.219037389568938e-10,37.99999999918337,1.0377032566566413e-11,-0.32208349916381884,1,5.046874999822227,1,0,1.0,1.265625,1.373430892002478e-11,-4.0,8.253968253968257,-1,2
19.0,20.0,0.9,0.5,0.7,0.5,1.2522369971625644e-09,37.99999999814947,2.497513307275767e-11,-0.32208349915640966,1,5.066666666252967,1,0,1.0,1.2666666666666668,3.295360518900738e-11,-2.0,7.142857142857146,-1,2
20.0,20.0,0.9,0.5,0.7,0.5,0.010024690443744507,37.98596395224427,0.00020049275953049062,-0.3219817942352532,1,5.081287647705709,1,0,1.0,1.2676056338028172,0.0002638354942679895,0.0,6.031746031746035,-1,2
15.0,15.0,1.0,0.5,0.7,0.5,0.005008953998194417,27.992986711627736,0.00016696115576531056,-0.31717278950387273,1,5.442106786205747,1,0,1.0,1.388888888888889,0.0001789040207740326,0.0,6.0,-1,2
16.0,15.0,1.0,0.5,0.7,0.5,3.3333333345417646,23.33333333152021,0.1100008952541427,-0.2708749541179891,1,3.9130434776696954,1,1,1.0,1.391304347826087,0.12500000004815068,2.0,5.0,-1,2
15.0,16.0,1.0,0.5,0.7,0.5,9.711130782807614e-10,29.99999999854333,3.021227712451946e-11,-0.31845373110617503,1,5.833333332861267,1,0,1.0,1.388888888888889,3.237043594321597e-11,-2.0,7.428571428571431,-1,2
16.0,16.0,1.0,0.5,0.7,0.5,0.005342848879353584,29.99251921218919,0.00016696012962924556,-0.31838572890979666,1,5.8670562449954025,1,0,1.0,1.391304347826087,0.00017810765542147,0.0,6.428571428571431,-1,2
17.0,16.0,1.0,0.5,0.7,0.5,3.3333333345766145,25.333333331476297,0.10318423627363416,-0.2751032902282242,1,4.327868851849118,1,1,1.0,1.3934426229508197,0.11627906981330167,2.0,5.428571428571431,-1,2
18.0,16.0,1.0,0.5,0.7,0.5,6.666666667384457,20.666666665527032,0.20479441266850484,-0.22978809402247968,1,2.7674418600979527,1,1,1.0,1.3953488372093026,0.24390243905441508,4.0,4.428571428571431,-1,2
15.0,17.0,1.0,0.5,0.7,0.5,4.3480459502458586e-10,31.99999999930432,1.2681855565688238e-11,-0.3195226783022367,1,6.222222222002409,1,0,1.0,1.388888888888889,1.358764359462908e-11,-4.0,8.857142857142858,-1,2
16.0,17.0,1.0,0.5,0.7,0.5,1.0377274417332561e-09,31.999999998450328,3.0401903217125437e-11,-0.319522678295022,1,6.26086956471116,1,0,1.0,1.391304347826087,3.2428982554683064e-11,-2.0,7.857142857142858,-1,2
17.0,17.0,1.0,0.5,0.7,0.5,0.005676743993083919,31.992051712397,0.0001669592304689438,-0.3194547491473112,1,6.292401633128639,1,0,1.0,1.3934426229508197,0.00017741084342348833,0.0,6.857142857142858,-1,2
18.0,17.0,1.0,0.5,0.7,0.5,3.3333333346204026,27.333333331418462,0.09716374849106924,-0.27881938517774785,1,4.744186045878689,1,1,1.0,1.3953488372093026,0.1086956522181079,2.0,5.857142857142858,-1,2
19.0,17.0,1.0,0.5,0.7,0.5,6.666666667426529,22.666666665469215,0.19290366614683752,-0.23638877805398772,1,3.176470587846711,1,1,1.0,1.397058823529412,0.22727272730202208,4.0,4.857142857142858,-1,2
15.0,18.0,1.0,0.5,0.7,0.5,2.5128535006047004e-10,33.99999999957281,6.898037696601023e-12,-0.32047189527193476,1,6.611111110979188,1,0,1.0,1.388888888888889,7.390745590052063e-12,-6.0,10.285714285714288,-1,2
16.0,18.0,1.0,0.5,0.7,0.5,4.799050713446115e-10,33.999999999238554,1.3232526185902316e-11,-0.3204718952693537,1,6.652173912800604,1,0,1.0,1.391304347826087,1.4114855039664275e-11,-4.0,9.285714285714288,-1,2
17.0,18.0,1.0,0.5,0.7,0.5,1.100080677140649e-09,33.99999999836363,3.0452085297838494e-11,-0.32047189526235176,1,6.688524589625615,1,0,1.0,1.3934426229508197,3.2355314034058846e-11,-2.0,8.285714285714288,-1,2
18.0,18.0,1.0,0.5,0.7,0.5,0.006010639298474849,33.99158421231339,0.00016695843608172112,-0.3204040309136609,1,6.718078496991326,1,0,1.0,1.3953488372093026,0.00017679601526841179,0.0,7.285714285714288,-1,2
19.0,18.0,1.0,0.5,0.7,0.5,3.33333333473413,29.333333331256537,0.09180754929159463,-0.28211102738575855,1,5.16176470519195,1,1,1.0,1.397058823529412,0.10204081637152375,2.0,6.285714285714288,-1,2
20.0,18.0,1.0,0.5,0.7,0.5,6.666666667434943,24.666666665463957,0.18232155681524587,-0.2422196983653393,1,3.5874125870197697,1,1,1.0,1.3986013986013988,0.21276595747427796,4.0,5.285714285714288,-1,2
15.0,19.0,1.0,0.5,0.7,0.5,1.7001841449141283e-10,35.99999999969397,4.4080294969717215e-12,-0.32132043159879364,1,6.999999999907438,1,0,1.0,1.388888888888889,4.722733735890421e-12,-8.0,11.714285714285715,-1,2
16.0,19.0,1.0,0.5,0.7,0.5,3.1039022782201105e-10,35.99999999947855,8.08286770848099e-12,-0.32132043159729395,1,7.043478260706812,1,0,1.0,1.391304347826087,8.62195077288419e-12,-6.0,10.714285714285715,-1,2
17.0,19.0,1.0,0.5,0.7,0.5,5.236298189556586e-10,35.99999999917528,1.368993807204788e-11,-0.3213204315950149,1,7.081967212849505,1,0,1.0,1.3934426229508197,1.4545272748889947e-11,-4.0,9.714285714285715,-1,2
18.0,19.0,1.0,0.5,0.7,0.5,1.1584393034143732e-09,35.99999999828278,3.0391245076089035e-11,-0.32132043158823054,1,7.1162790691990025,1,0,1.0,1.3953488372093026,3.2178869539787616e-11,-2.0,8.714285714285715,-1,2
19.0,19.0,1.0,0.5,0.7,0.5,0.006344534763677291,35.9911167119868,0.00016695772915964469,-0.3212526251117196,1,7.144035652831064,1,0,1.0,1.397058823529412,0.00017624950604676375,0.0,7.714285714285715,-1,2
20.0,19.0,1.0,0.5,0.7,0.5,3.333333334788594,31.333333331182494,0.08701137702750117,-0.2850470247975325,1,5.580419579700885,1,1,1.0,1.3986013986013988,0.09615384619775413,2.0,6.714285714285715,-1,2
15.0,20.0,1.0,0.5,0.7,0.5,1.5642864039003974e-10,37.99999999970279,3.841815754412892e-12,-0.32208349916752654,1,7.388888888800684,1,0,1.0,1.388888888888889,4.116543168174192e-12,-10.0,13.142857142857146,-1,2
16.0,20.0,1.0,0.5,0.7,0.5,1.839831573316367e-10,37.99999999967374,4.53903581387749e-12,-0.32208349916724677,1,7.434782608595821,1,0,1.0,1.391304347826087,4.841662035061199e-12,-8.0,12.142857142857146,-1,2
17.0,20.0,1.0,0.5,0.7,0.5,3.183207469623205e-10,37.99999999947079,7.884359831678012e-12,-0.3220834991658843,1,7.475409835898846,1,0,1.0,1.3934426229508197,8.376861762212818e-12,-6.0,11.142857142857146,-1,2
18.0,20.0,1.0,0.5,0.7,0.5,5.658592468630858e-10,37.99999999911459,1.4063417097531783e-11,-0.322083499163373,1,7.511627906689871,1,0,1.0,1.3953488372093026,1.4891032812311687e-11,-4.0,10.142857142857146,-1,2
19.0,20.0,1.0,0.5,0.7,0.5,1.2769224856541038e-09,37.99999999811299,3.183453500810174e-11,-0.3220834991561592,1,7.544117646430692,1,0,1.0,1.397058823529412,3.360322330722644e-11,-2.0,9.142857142857146,-1,2
20.0,20.0,1.0,0.5,0.7,0.5,0.006678430363527049,37.9906492114555,0.00016695709600789144,-0.32201574467997807,1,7.570231938888962,1,0,1.0,1.3986013986013988,0.00017576052785819903,0.0,8.142857142857146,-1,2
15.0,15.0,1.5,0.5,0.7,0.5,0.0018765008664734697,27.99737261705427,0.0001250944701420842,-0.3172153685307695,1,13.873874181473601,1,0,1.0,1.9911504424778763,6.701968536979183e-05,0.0,10.666666666666666,-1,2
16.0,15.0,1.5,0.5,0.7,0.5,1.250000001056137,26.249999998415323,0.08134563952108076,-0.3001045924356691,1,12.499999998679598,1,1,1.0,2.0000000000000004,0.04545454549382406,2.0,10.0,-1,2
17.0,15.0,1.5,0.5,0.7,0.5,2.500000000489597,24.499999999215838,0.1590646946597638,-0.2826695306212237,1,11.086614172586456,1,1,1.0,2.007874015748032,0.09259259261173598,4.0,9.333333333333334,-1,2
18.0,15.0,1.5,0.5,0.7,0.5,3.7500000003650324,22.749999999378208,0.2336148512034577,-0.26492508532372394,1,9.64179104427534,1,1,1.0,2.014925373134328,0.14150943397741006,6.0,8.666666666666666,-1,2
19.0,15.0,1.5,0.5,0.7,0.5,5.000000000289307,20.999999999477684,0.30538164956841785,-0.24686007792700115,1,8.170212765543003,1,1,1.0,2.021276595744681,0.19230769232054296,8.0,8.0,0,2
20.0,15.0,1.5,0.5,0.7,0.5,6.25000000024208,19.249999999538243,0.3746934494558527,-0.2284627127878065,1,6.675675675314247,1,1,1.0,2.027027027027027,0.2450980392272911,10.0,7.333333333333334,1,2
15.0,16.0,1.5,0.5,0.7,0.5,9.58968727828069e-10,29.999999998561545,5.966915850308396e-11,-0.3184537311063296,1,14.867256635980041,1,0,1.0,1.9911504424778763,3.196562426144653e-11,-2.0,12.095238095238097,-1,2
16.0,16.0,1.5,0.5,0.7,0.5,0.0020015950287893863,29.99719746778252,0.00012509416131178952,-0.3184282559479703,1,14.997597936376872,1,0,1.0,2.0000000000000004,6.672161562042088e-05,0.0,11.42857142857143,-1,2
17.0,16.0,1.5,0.5,0.7,0.5,1.250000001097163,28.249999998361172,0.07637297885013616,-0.3024167321944726,1,13.606299211219664,1,1,1.0,2.007874015748032,0.042372881393902204,2.0,10.761904761904765,-1,2
18.0,16.0,1.5,0.5,0.7,0.5,2.5000000005255965,26.499999999165336,0.14953173400135267,-0.2861183504685809,1,12.179104476921657,1,1,1.0,2.014925373134328,0.08620689657076691,4.0,10.095238095238097,-1,2
19.0,16.0,1.5,0.5,0.7,0.5,3.750000000357878,24.749999999397758,0.21985947613326706,-0.2695499241234134,1,10.723404254828877,1,1,1.0,2.021276595744681,0.13157894738210635,6.0,9.42857142857143,-1,2
20.0,16.0,1.5,0.5,0.7,0.5,5.000000000272294,22.999999999515897,0.2876820724670144,-0.25270235355182,1,9.243243242854824,1,1,1.0,2.027027027027027,0.1785714285825042,8.0,8.761904761904765,-1,2
15.0,17.0,1.5,0.5,0.7,0.5,4.202981051457761e-10,31.99999999932752,2.4517721186612107e-11,-0.3195226783024103,1,15.858407079104468,1,0,1.0,1.9911504424778763,1.313431578590901e-11,-4.0,13.523809523809524,-1,2
16.0,17.0,1.5,0.5,0.7,0.5,1.0222067258378762e-09,31.999999998473506,5.98947558216878e-11,-0.3195226782952081,1,15.999999998725656,1,0,1.0,2.0000000000000004,3.1943960182937035e-11,-2.0,12.857142857142858,-1,2
17.0,17.0,1.5,0.5,0.7,0.5,0.0021266892253981023,31.9970223184523,0.00012509389039250252,-0.3194972304200121,1,16.123411970634038,1,0,1.0,2.007874015748032,6.646080571979699e-05,0.0,12.190476190476192,-1,2
18.0,17.0,1.5,0.5,0.7,0.5,1.2500000012002346,30.249999998214285,0.07197349969276123,-0.3044524253718115,1,14.7164179089325,1,1,1.0,2.014925373134328,0.03968253972137993,2.0,11.523809523809524,-1,2
19.0,17.0,1.5,0.5,0.7,0.5,2.5000000005645457,28.4999999991102,0.1410785982907372,-0.2891515804240812,1,13.27659574393821,1,1,1.0,2.021276595744681,0.08064516130937986,4.0,10.857142857142858,-1,2
20.0,17.0,1.5,0.5,0.7,0.5,3.7500000004086074,26.749999999319723,0.20763936480007628,-0.27361297699808373,1,11.810810810251656,1,1,1.0,2.027027027027027,0.12295081968662326,6.0,10.190476190476192,-1,2
15.0,18.0,1.5,0.5,0.7,0.5,2.6839296934769016e-10,33.999999999543725,1.4735324072034928e-11,-0.3204718952717416,1,16.84955752176477,1,0,1.0,1.9911504424778763,7.89391086321098e-12,-6.0,14.952380952380954,-1,2
16.0,18.0,1.5,0.5,0.7,0.5,4.910236512203943e-10,33.99999999922091,2.7078339570607568e-11,-0.32047189526922804,1,16.999999999364952,1,0,1.0,2.0000000000000004,1.444187209483984e-11,-4.0,14.285714285714288,-1,2
17.0,18.0,1.5,0.5,0.7,0.5,1.0814208331479251e-09,33.99999999839138,5.987121909356574e-11,-0.32047189526256226,1,17.13385826636093,1,0,1.0,2.007874015748032,3.180649509307922e-11,-2.0,13.619047619047622,-1,2
18.0,18.0,1.5,0.5,0.7,0.5,0.002251783450251876,33.99684716907392,0.00012509365080326518,-0.3204464715898081,1,17.250988703152306,1,0,1.0,2.014925373134328,6.623068021291482e-05,0.0,12.952380952380954,-1,2
19.0,18.0,1.5,0.5,0.7,0.5,1.2500000012378552,32.249999998164746,0.0680534633110792,-0.30625845801049767,1,15.82978723247331,1,1,1.0,2.021276595744681,0.0373134328734372,2.0,12.285714285714288,-1,2
20.0,18.0,1.5,0.5,0.7,0.5,2.5000000006057856,30.499999999051543,0.13353139265587233,-0.2918400825933207,1,14.378378377580256,1,1,1.0,2.027027027027027,0.07575757577671957,4.0,11.619047619047622,-1,2
15.0,19.0,1.5,0.5,0.7,0.5,1.9829882708879518e-10,35.99999999964306,1.028244156486835e-11,-0.32132043159849166,1,17.84070796432661,1,0,1.0,1.9911504424778763,5.508300752490807e-12,-8.0,16.38095238095238,-1,2
16.0,19.0,1.5,0.5,0.7,0.5,3.108589007715062e-10,35.99999999947775,1.6190604412713583e-11,-0.3213204315972886,1,17.999999999583455,1,0,1.0,2.0000000000000004,8.634969465925876e-12,-6.0,15.714285714285715,-1,2
17.0,19.0,1.5,0.5,0.7,0.5,5.042118163613248e-10,35.99999999920587,2.6364244121168667e-11,-0.3213204315952223,1,18.141732282810292,1,0,1.0,2.007874015748032,1.400588378792737e-11,-4.0,15.04761904761905,-1,2
18.0,19.0,1.5,0.5,0.7,0.5,1.2000460195637254e-09,35.99999999822111,6.296518861859113e-11,-0.321320431587786,1,18.268656714906207,1,0,1.0,2.014925373134328,3.333461165508392e-11,-2.0,14.380952380952381,-1,2
19.0,19.0,1.5,0.5,0.7,0.5,0.0023768776986447305,35.99667201965539,0.0001250934374037449,-0.32129502953133526,1,18.38006560440345,1,0,1.0,2.021276595744681,6.602612489630061e-05,0.0,13.714285714285715,-1,2
20.0,19.0,1.5,0.5,0.7,0.5,1.250000001337844,34.24999999802268,0.06453852120535064,-0.3078716217734674,1,16.945945944243565,1,1,1.0,2.027027027027027,0.035211267643953825,2.0,13.04761904761905,-1,2
15.0,20.0,1.5,0.5,0.7,0.5,1.3181061417098057e-10,37.999999999749555,6.474820679613913e-12,-0.3220834991677761,1,18.831858406890213,1,0,1.0,1.9911504424778763,3.4687003729313705e-12,-10.0,17.80952380952381,-1,2
16.0,20.0,1.5,0.5,0.7,0.5,2.0080351694953563e-10,37.999999999643904,9.908074360964747e-12,-0.32208349916707624,1,18.99999999972156,1,0,1.0,2.0000000000000004,5.284303077640953e-12,-8.0,17.142857142857146,-1,2
17.0,20.0,1.5,0.5,0.7,0.5,3.009836352685254e-10,37.999999999499614,1.4909407042296152e-11,-0.32208349916606016,1,19.149606298808767,1,0,1.0,2.007874015748032,7.92062198079223e-12,-6.0,16.47619047619048,-1,2
18.0,20.0,1.5,0.5,0.7,0.5,5.734467960540256e-10,37.99999999910272,2.850431002343612e-11,-0.3220834991632957,1,19.283582088805897,1,0,1.0,2.014925373134328,1.5090705159445066e-11,-4.0,15.809523809523812,-1,2
19.0,20.0,1.5,0.5,0.7,0.5,1.2514455012413835e-09,37.99999999815064,6.239853078682245e-11,-0.32208349915641765,1,19.40425531756555,1,0,1.0,2.021276595744681,3.2932776348975645e-11,-2.0,15.142857142857146,-1,2
20.0,20.0,1.5,0.5,0.7,0.5,0.0025019719668600412,37.99649687020308,0.00012509324611942318,-0.3220581165224288,1,19.510429812607793,1,0,1.0,2.027027027027027,6.58431022683535e-05,0.0,14.47619047619048,-1,2
15.0,15.0,2.0,0.5,0.7,0.5,0.0011544737319610476,27.998383563490194,0.00011544166228016906,-0.31722518269414124,1,21.591083450576267,1,0,1.0,2.5423728813559325,4.123188498418467e-05,0.0,13.0,-1,2
16.0,15.0,2.0,0.5,0.7,0.5,0.7692307702265819,26.923076921582748,0.07484789089059696,-0.3067302674087595,1,20.39999999805781,1,1,1.0,2.56,0.02777777781423758,2.0,12.5,-1,2
17.0,15.0,2.0,0.5,0.7,0.5,1.5384615389319773,25.846153845400316,0.14588927351361436,-0.2961080127592495,1,19.15151515055081,1,1,1.0,2.5757575757575757,0.05617977529865859,4.0,12.0,-1,2
18.0,15.0,2.0,0.5,0.7,0.5,2.3076923079869602,24.769230768728754,0.2135741003237217,-0.2853717133143583,1,17.856115107280353,1,1,1.0,2.589928057553957,0.08522727273880747,6.0,11.5,-1,2
19.0,15.0,2.0,0.5,0.7,0.5,3.0769230771443623,23.692307691907992,0.27827971979213917,-0.27451889361451,1,16.52054794470784,1,1,1.0,2.6027397260273974,0.11494252874466468,8.0,11.0,-1,2
20.0,15.0,2.0,0.5,0.7,0.5,3.8461538463407843,22.615384615027722,0.340325805952737,-0.2635469967136719,1,15.150326796946647,1,1,1.0,2.6143790849673203,0.14534883721730038,10.0,10.5,-1,2
15.0,16.0,2.0,0.5,0.7,0.5,9.757216576618838e-10,29.999999998536417,9.106715381790309e-11,-0.3184537311061164,1,23.13559321845783,1,0,1.0,2.5423728813559325,3.252405525592504e-11,-2.0,14.42857142857143,-1,2
16.0,16.0,2.0,0.5,0.7,0.5,0.0012314361995186805,29.998275805305678,0.00011544148780462393,-0.31843805817126114,1,23.397694607902807,1,0,1.0,2.56,4.1048547551306193e-05,0.0,13.92857142857143,-1,2
17.0,16.0,2.0,0.5,0.7,0.5,0.7692307703084904,28.923076921467125,0.07028653282404296,-0.3086152821043613,1,22.18181817970074,1,1,1.0,2.5757575757575757,0.025906735788055888,2.0,13.42857142857143,-1,2
18.0,16.0,2.0,0.5,0.7,0.5,1.5384615389705745,27.84615384534544,0.13720112155683228,-0.2986790754524451,1,20.913669063700887,1,1,1.0,2.589928057553957,0.052356020960264996,4.0,12.92857142857143,-1,2
19.0,16.0,2.0,0.5,0.7,0.5,2.3076923080470215,26.769230768633758,0.2011206392559286,-0.28864314892657905,1,19.602739725264716,1,1,1.0,2.6027397260273974,0.07936507937793987,6.0,12.42857142857143,-1,2
20.0,16.0,2.0,0.5,0.7,0.5,3.0769230771572857,25.692307691891145,0.2623642644862185,-0.2785054806436533,1,18.25490196025903,1,1,1.0,2.6143790849673203,0.10695187166657281,8.0,11.92857142857143,-1,2
15.0,17.0,2.0,0.5,0.7,0.5,4.2609371421482567e-10,31.99999999931825,3.728306552375216e-11,-0.31952267830234105,1,24.677966100840568,1,0,1.0,2.5423728813559325,1.3315428569319682e-11,-4.0,15.857142857142858,-1,2
16.0,17.0,2.0,0.5,0.7,0.5,1.0704956218592972e-09,31.999999998401393,9.408651635567367e-11,-0.3195226782946299,1,24.9599999979181,1,0,1.0,2.56,3.345298818365513e-11,-2.0,15.357142857142858,-1,2
17.0,17.0,2.0,0.5,0.7,0.5,0.0013083986793189944,31.998168047097597,0.00011544133453078587,-0.31950702213221405,1,25.209646995723492,1,0,1.0,2.5757575757575757,4.088812770221646e-05,0.0,14.857142857142858,-1,2
18.0,17.0,2.0,0.5,0.7,0.5,0.7692307703881454,30.923076921354962,0.06624938563839722,-0.3102755846606349,1,23.97122301929377,1,1,1.0,2.589928057553957,0.024271844697145717,2.0,14.357142857142858,-1,2
19.0,17.0,2.0,0.5,0.7,0.5,1.538461539009878,29.846153845289553,0.12949098313168816,-0.3009421835805961,1,22.684931505717277,1,1,1.0,2.6027397260273974,0.04901960786110234,4.0,13.857142857142858,-1,2
20.0,17.0,2.0,0.5,0.7,0.5,2.3076923080584826,28.76923076862106,0.1900436029163668,-0.2915208487543546,1,21.359477123395283,1,1,1.0,2.6143790849673203,0.07425742575493903,6.0,13.357142857142858,-1,2
15.0,18.0,2.0,0.5,0.7,0.5,2.8937364168817253e-10,33.99999999950807,2.383071517897406e-11,-0.3204718952715049,1,26.22033898244832,1,0,1.0,2.5423728813559325,8.510989461467543e-12,-6.0,17.28571428571429,-1,2
16.0,18.0,2.0,0.5,0.7,0.5,4.823789942903634e-10,33.999999999234625,3.9902747772657676e-11,-0.32047189526932574,1,26.51999999902675,1,0,1.0,2.56,1.4187617479246426e-11,-4.0,16.78571428571429,-1,2
