r1,r2,a11,a12,a21,a22,N1,N2,E1,S1,E2,S2,Rank,CoexistRank,Asy,cor,Rare
16.0,16.0,1.5,0.1,0.1,0.1,0.0,150.0,1.0,1.0,1.0,8.0,2.0,0.0,-7.0,525.0,0.0
17.0,16.0,1.5,0.1,0.1,0.1,0.71,149.28,1.06,1.0,0.94,8.22,2.0,0.0,-7.22,536.77,0.0
18.0,16.0,1.5,0.1,0.1,0.1,1.42,148.57,1.12,1.0,0.88,8.43,2.0,1.0,-7.43,547.18,0.0
19.0,16.0,1.5,0.1,0.1,0.1,2.14,147.85,1.18,1.0,0.84,8.63,2.0,1.0,-7.63,556.36,0.01
20.0,16.0,1.5,0.1,0.1,0.1,2.85,147.14,1.25,1.0,0.8,8.82,2.0,1.0,-7.82,564.41,0.01
15.0,17.0,1.5,0.1,0.1,0.1,0.0,160.0,0.88,1.0,1.13,7.75,2.0,0.0,-6.75,540.68,0.0
16.0,17.0,1.5,0.1,0.1,0.1,0.0,160.0,0.94,1.0,1.06,8.0,2.0,0.0,-7.0,560.0,0.0
17.0,17.0,1.5,0.1,0.1,0.1,0.0,160.0,1.0,1.0,1.0,8.22,2.0,0.0,-7.22,578.06,0.0
18.0,17.0,1.5,0.1,0.1,0.1,0.71,159.28,1.05,1.0,0.94,8.43,2.0,0.0,-7.43,589.68,0.0
19.0,17.0,1.5,0.1,0.1,0.1,1.42,158.57,1.11,1.0,0.89,8.63,2.0,1.0,-7.63,599.99,0.0
20.0,17.0,1.5,0.1,0.1,0.1,2.14,157.85,1.17,1.0,0.85,8.82,2.0,1.0,-7.82,609.11,0.01
15.0,18.0,1.5,0.1,0.1,0.1,0.0,170.0,0.83,1.0,1.2,7.75,2.0,0.0,-6.75,574.48,0.0
16.0,18.0,1.5,0.1,0.1,0.1,0.0,170.0,0.88,1.0,1.12,8.0,2.0,0.0,-7.0,595.0,0.0
17.0,18.0,1.5,0.1,0.1,0.1,0.0,170.0,0.94,1.0,1.05,8.22,2.0,0.0,-7.22,614.19,0.0
18.0,18.0,1.5,0.1,0.1,0.1,0.0,170.0,1.0,1.0,1.0,8.43,2.0,0.0,-7.43,632.18,0.0
19.0,18.0,1.5,0.1,0.1,0.1,0.71,169.28,1.05,1.0,0.94,8.63,2.0,0.0,-7.63,643.63,0.0
20.0,18.0,1.5,0.1,0.1,0.1,1.42,168.57,1.11,1.0,0.9,8.82,2.0,1.0,-7.82,653.82,0.0
15.0,19.0,1.5,0.1,0.1,0.1,0.0,180.0,0.78,1.0,1.26,7.75,2.0,0.0,-6.75,608.27,0.0
16.0,19.0,1.5,0.1,0.1,0.1,0.0,180.0,0.84,1.0,1.18,8.0,2.0,0.0,-7.0,630.0,0.0
17.0,19.0,1.5,0.1,0.1,0.1,0.0,180.0,0.89,1.0,1.11,8.22,2.0,0.0,-7.22,650.32,0.0
18.0,19.0,1.5,0.1,0.1,0.1,0.0,180.0,0.94,1.0,1.05,8.43,2.0,0.0,-7.43,669.37,0.0
19.0,19.0,1.5,0.1,0.1,0.1,0.0,180.0,1.0,1.0,1.0,8.63,2.0,0.0,-7.63,687.27,0.0
20.0,19.0,1.5,0.1,0.1,0.1,0.71,179.28,1.05,1.0,0.95,8.82,2.0,0.0,-7.82,698.52,0.0
15.0,20.0,1.5,0.1,0.1,0.1,0.0,190.0,0.75,1.0,1.33,7.75,2.0,0.0,-6.75,642.06,0.0
16.0,20.0,1.5,0.1,0.1,0.1,0.0,190.0,0.8,1.0,1.25,8.0,2.0,0.0,-7.0,665.0,0.0
17.0,20.0,1.5,0.1,0.1,0.1,0.0,190.0,0.85,1.0,1.17,8.22,2.0,0.0,-7.22,686.45,0.0
18.0,20.0,1.5,0.1,0.1,0.1,0.0,190.0,0.9,1.0,1.11,8.43,2.0,0.0,-7.43,706.56,0.0
19.0,20.0,1.5,0.1,0.1,0.1,0.0,190.0,0.95,1.0,1.05,8.63,2.0,0.0,-7.63,725.45,0.0
20.0,20.0,1.5,0.1,0.1,0.1,0.0,190.0,1.0,1.0,1.0,8.82,2.0,0.0,-7.82,743.23,0.0
15.0,15.0,2.0,0.1,0.1,0.1,0.0,140.0,1.0,1.0,1.0,8.82,2.0,0.0,-7.82,547.64,0.0
16.0,15.0,2.0,0.1,0.1,0.1,0.52,139.47,1.06,1.0,0.93,9.14,2.0,0.0,-8.14,565.71,0.0
17.0,15.0,2.0,0.1,0.1,0.1,1.05,138.94,1.13,1.0,0.88,9.44,2.0,1.0,-8.44,582.22,0.0
18.0,15.0,2.0,0.1,0.1,0.1,1.57,138.42,1.2,1.0,0.83,9.72,2.0,1.0,-8.72,597.29,0.01
19.0,15.0,2.0,0.1,0.1,0.1,2.1,137.89,1.26,1.0,0.78,10.0,2.0,1.0,-9.0,611.05,0.01
20.0,15.0,2.0,0.1,0.1,0.1,2.63,137.36,1.33,1.0,0.75,10.25,2.0,1.0,-9.25,623.58,0.01
15.0,16.0,2.0,0.1,0.1,0.1,0.0,150.0,0.93,1.0,1.06,8.82,2.0,0.0,-7.82,586.76,0.0
16.0,16.0,2.0,0.1,0.1,0.1,0.0,150.0,1.0,1.0,1.0,9.14,2.0,0.0,-8.14,610.71,0.0
17.0,16.0,2.0,0.1,0.1,0.1,0.52,149.47,1.06,1.0,0.94,9.44,2.0,0.0,-8.44,628.88,0.0
18.0,16.0,2.0,0.1,0.1,0.1,1.05,148.94,1.12,1.0,0.88,9.72,2.0,1.0,-8.72,645.54,0.0
19.0,16.0,2.0,0.1,0.1,0.1,1.57,148.42,1.18,1.0,0.84,10.0,2.0,1.0,-9.0,660.78,0.01
20.0,16.0,2.0,0.1,0.1,0.1,2.1,147.89,1.25,1.0,0.8,10.25,2.0,1.0,-9.25,674.74,0.01
15.0,17.0,2.0,0.1,0.1,0.1,0.0,160.0,0.88,1.0,1.13,8.82,2.0,0.0,-7.82,625.88,0.0
16.0,17.0,2.0,0.1,0.1,0.1,0.0,160.0,0.94,1.0,1.06,9.14,2.0,0.0,-8.14,651.42,0.0
17.0,17.0,2.0,0.1,0.1,0.1,0.0,160.0,1.0,1.0,1.0,9.44,2.0,0.0,-8.44,675.55,0.0
18.0,17.0,2.0,0.1,0.1,0.1,0.52,159.47,1.05,1.0,0.94,9.72,2.0,0.0,-8.72,693.78,0.0
19.0,17.0,2.0,0.1,0.1,0.1,1.05,158.94,1.11,1.0,0.89,10.0,2.0,1.0,-9.0,710.52,0.0
20.0,17.0,2.0,0.1,0.1,0.1,1.57,158.42,1.17,1.0,0.85,10.25,2.0,1.0,-9.25,725.89,0.0
15.0,18.0,2.0,0.1,0.1,0.1,0.0,170.0,0.83,1.0,1.2,8.82,2.0,0.0,-7.82,664.99,0.0
16.0,18.0,2.0,0.1,0.1,0.1,0.0,170.0,0.88,1.0,1.12,9.14,2.0,0.0,-8.14,692.14,0.0
17.0,18.0,2.0,0.1,0.1,0.1,0.0,170.0,0.94,1.0,1.05,9.44,2.0,0.0,-8.44,717.77,0.0
18.0,18.0,2.0,0.1,0.1,0.1,0.0,169.99,1.0,1.0,1.0,9.72,2.0,0.0,-8.72,742.02,0.0
19.0,18.0,2.0,0.1,0.1,0.1,0.52,169.47,1.05,1.0,0.94,10.0,2.0,0.0,-9.0,760.26,0.0
20.0,18.0,2.0,0.1,0.1,0.1,1.05,168.94,1.11,1.0,0.9,10.25,2.0,1.0,-9.25,777.05,0.0
15.0,19.0,2.0,0.1,0.1,0.1,0.0,180.0,0.78,1.0,1.26,8.82,2.0,0.0,-7.82,704.11,0.0
16.0,19.0,2.0,0.1,0.1,0.1,0.0,180.0,0.84,1.0,1.18,9.14,2.0,0.0,-8.14,732.85,0.0
17.0,19.0,2.0,0.1,0.1,0.1,0.0,180.0,0.89,1.0,1.11,9.44,2.0,0.0,-8.44,760.0,0.0
18.0,19.0,2.0,0.1,0.1,0.1,0.0,180.0,0.94,1.0,1.05,9.72,2.0,0.0,-8.72,785.67,0.0
19.0,19.0,2.0,0.1,0.1,0.1,0.0,180.0,1.0,1.0,1.0,10.0,2.0,0.0,-9.0,810.0,0.0
20.0,19.0,2.0,0.1,0.1,0.1,0.52,179.47,1.05,1.0,0.95,10.25,2.0,0.0,-9.25,828.2,0.0
15.0,20.0,2.0,0.1,0.1,0.1,0.0,190.0,0.75,1.0,1.33,8.82,2.0,0.0,-7.82,743.23,0.0
16.0,20.0,2.0,0.1,0.1,0.1,0.0,190.0,0.8,1.0,1.25,9.14,2.0,0.0,-8.14,773.57,0.0
17.0,20.0,2.0,0.1,0.1,0.1,0.0,190.0,0.85,1.0,1.17,9.44,2.0,0.0,-8.44,802.22,0.0
18.0,20.0,2.0,0.1,0.1,0.1,0.0,190.0,0.9,1.0,1.11,9.72,2.0,0.0,-8.72,829.32,0.0
19.0,20.0,2.0,0.1,0.1,0.1,0.0,190.0,0.95,1.0,1.05,10.0,2.0,0.0,-9.0,855.0,0.0
20.0,20.0,2.0,0.1,0.1,0.1,0.0,190.0,1.0,1.0,1.0,10.25,2.0,0.0,-9.25,879.35,0.0
15.0,15.0,2.5,0.1,0.1,0.1,0.0,140.0,1.0,1.0,1.0,9.61,2.0,0.0,-8.61,603.07,0.0
16.0,15.0,2.5,0.1,0.1,0.1,0.41,139.58,1.06,1.0,0.93,10.0,2.0,0.0,-9.0,626.25,0.0
17.0,15.0,2.5,0.1,0.1,0.1,0.83,139.16,1.13,1.0,0.88,10.36,2.0,0.0,-9.36,647.8,0.0
18.0,15.0,2.5,0.1,0.1,0.1,1.25,138.75,1.2,1.0,0.83,10.71,2.0,1.0,-9.71,667.85,0.0
19.0,15.0,2.5,0.1,0.1,0.1,1.66,138.33,1.26,1.0,0.78,11.04,2.0,1.0,-10.04,686.51,0.01
20.0,15.0,2.5,0.1,0.1,0.1,2.08,137.91,1.33,1.0,0.75,11.36,2.0,1.0,-10.36,703.86,0.01
15.0,16.0,2.5,0.1,0.1,0.1,0.0,150.0,0.93,1.0,1.06,9.61,2.0,0.0,-8.61,646.15,0.0
16.0,16.0,2.5,0.1,0.1,0.1,0.0,150.0,1.0,1.0,1.0,10.0,2.0,0.0,-9.0,675.0,0.0
17.0,16.0,2.5,0.1,0.1,0.1,0.41,149.58,1.06,1.0,0.94,10.36,2.0,0.0,-9.36,698.53,0.0
18.0,16.0,2.5,0.1,0.1,0.1,0.83,149.16,1.12,1.0,0.88,10.71,2.0,0.0,-9.71,720.47,0.0
19.0,16.0,2.5,0.1,0.1,0.1,1.25,148.75,1.18,1.0,0.84,11.04,2.0,1.0,-10.04,740.93,0.0
20.0,16.0,2.5,0.1,0.1,0.1,1.66,148.33,1.25,1.0,0.8,11.36,2.0,1.0,-10.36,760.0,0.01
15.0,17.0,2.5,0.1,0.1,0.1,0.0,160.0,0.88,1.0,1.13,9.61,2.0,0.0,-8.61,689.23,0.0
16.0,17.0,2.5,0.1,0.1,0.1,0.0,160.0,0.94,1.0,1.06,10.0,2.0,0.0,-9.0,720.0,0.0
17.0,17.0,2.5,0.1,0.1,0.1,0.0,160.0,1.0,1.0,1.0,10.36,2.0,0.0,-9.36,749.26,0.0
18.0,17.0,2.5,0.1,0.1,0.1,0.41,159.58,1.05,1.0,0.94,10.71,2.0,0.0,-9.71,773.09,0.0
19.0,17.0,2.5,0.1,0.1,0.1,0.83,159.16,1.11,1.0,0.89,11.04,2.0,0.0,-10.04,795.34,0.0
20.0,17.0,2.5,0.1,0.1,0.1,1.25,158.75,1.17,1.0,0.85,11.36,2.0,1.0,-10.36,816.13,0.0
15.0,18.0,2.5,0.1,0.1,0.1,0.0,170.0,0.83,1.0,1.2,9.61,2.0,0.0,-8.61,732.3,0.0
16.0,18.0,2.5,0.1,0.1,0.1,0.0,170.0,0.88,1.0,1.12,10.0,2.0,0.0,-9.0,765.0,0.0
17.0,18.0,2.5,0.1,0.1,0.1,0.0,170.0,0.94,1.0,1.05,10.36,2.0,0.0,-9.36,796.09,0.0
18.0,18.0,2.5,0.1,0.1,0.1,0.0,170.0,1.0,1.0,1.0,10.71,2.0,0.0,-9.71,825.71,0.0
19.0,18.0,2.5,0.1,0.1,0.1,0.41,169.58,1.05,1.0,0.94,11.04,2.0,0.0,-10.04,849.76,0.0
20.0,18.0,2.5,0.1,0.1,0.1,0.83,169.16,1.11,1.0,0.9,11.36,2.0,0.0,-10.36,872.27,0.0
15.0,19.0,2.5,0.1,0.1,0.1,0.0,180.0,0.78,1.0,1.26,9.61,2.0,0.0,-8.61,775.38,0.0
16.0,19.0,2.5,0.1,0.1,0.1,0.0,180.0,0.84,1.0,1.18,10.0,2.0,0.0,-9.0,810.0,0.0
17.0,19.0,2.5,0.1,0.1,0.1,0.0,180.0,0.89,1.0,1.11,10.36,2.0,0.0,-9.36,842.92,0.0
18.0,19.0,2.5,0.1,0.1,0.1,0.0,180.0,0.94,1.0,1.05,10.71,2.0,0.0,-9.71,874.28,0.0
19.0,19.0,2.5,0.1,0.1,0.1,0.0,180.0,1.0,1.0,1.0,11.04,2.0,0.0,-10.04,904.18,0.0
20.0,19.0,2.5,0.1,0.1,0.1,0.41,179.58,1.05,1.0,0.95,11.36,2.0,0.0,-10.36,928.4,0.0
15.0,20.0,2.5,0.1,0.1,0.1,0.0,190.0,0.75,1.0,1.33,9.61,2.0,0.0,-8.61,818.46,0.0
16.0,20.0,2.5,0.1,0.1,0.1,0.0,190.0,0.8,1.0,1.25,10.0,2.0,0.0,-9.0,855.0,0.0
17.0,20.0,2.5,0.1,0.1,0.1,0.0,190.0,0.85,1.0,1.17,10.36,2.0,0.0,-9.36,889.75,0.0
18.0,20.0,2.5,0.1,0.1,0.1,0.0,190.0,0.9,1.0,1.11,10.71,2.0,0.0,-9.71,922.85,0.0
19.0,20.0,2.5,0.1,0.1,0.1,0.0,190.0,0.95,1.0,1.05,11.04,2.0,0.0,-10.04,954.41,0.0
20.0,20.0,2.5,0.1,0.1,0.1,0.0,190.0,1.0,1.0,1.0,11.36,2.0,0.0,-10.36,984.54,0.0
15.0,15.0,3.0,0.1,0.1,0.1,0.0,139.99,1.0,1.0,1.0,10.22,2.0,0.0,-9.22,645.9,0.0
16.0,15.0,3.0,0.1,0.1,0.1,0.34,139.65,1.06,1.0,0.93,10.66,2.0,0.0,-9.66,673.33,0.0
17.0,15.0,3.0,0.1,0.1,0.1,0.68,139.31,1.13,1.0,0.88,11.08,2.0,0.0,-10.08,699.13,0.0
18.0,15.0,3.0,0.1,0.1,0.1,1.03,138.96,1.2,1.0,0.83,11.48,2.0,1.0,-10.48,723.4,0.0
19.0,15.0,3.0,0.1,0.1,0.1,1.37,138.62,1.26,1.0,0.78,11.87,2.0,1.0,-10.87,746.25,0.0
20.0,15.0,3.0,0.1,0.1,0.1,1.72,138.27,1.33,1.0,0.75,12.24,2.0,1.0,-11.24,767.75,0.01
15.0,16.0,3.0,0.1,0.1,0.1,0.0,150.0,0.93,1.0,1.06,10.22,2.0,0.0,-9.22,692.04,0.0
16.0,16.0,3.0,0.1,0.1,0.1,0.0,149.99,1.0,1.0,1.0,10.66,2.0,0.0,-9.66,724.99,0.0
17.0,16.0,3.0,0.1,0.1,0.1,0.34,149.65,1.06,1.0,0.94,11.08,2.0,0.0,-10.08,753.04,0.0
18.0,16.0,3.0,0.1,0.1,0.1,0.68,149.31,1.12,1.0,0.88,11.48,2.0,0.0,-10.48,779.46,0.0
19.0,16.0,3.0,0.1,0.1,0.1,1.03,148.96,1.18,1.0,0.84,11.87,2.0,1.0,-10.87,804.37,0.0
20.0,16.0,3.0,0.1,0.1,0.1,1.37,148.62,1.25,1.0,0.8,12.24,2.0,1.0,-11.24,827.85,0.0
15.0,17.0,3.0,0.1,0.1,0.1,0.0,160.0,0.88,1.0,1.13,10.22,2.0,0.0,-9.22,738.18,0.0
16.0,17.0,3.0,0.1,0.1,0.1,0.0,160.0,0.94,1.0,1.06,10.66,2.0,0.0,-9.66,773.33,0.0
17.0,17.0,3.0,0.1,0.1,0.1,0.0,159.99,1.0,1.0,1.0,11.08,2.0,0.0,-10.08,806.95,0.0
18.0,17.0,3.0,0.1,0.1,0.1,0.34,159.65,1.05,1.0,0.94,11.48,2.0,0.0,-10.48,835.53,0.0
19.0,17.0,3.0,0.1,0.1,0.1,0.68,159.31,1.11,1.0,0.89,11.87,2.0,0.0,-10.87,862.49,0.0
20.0,17.0,3.0,0.1,0.1,0.1,1.03,158.96,1.17,1.0,0.85,12.24,2.0,1.0,-11.24,887.95,0.0
15.0,18.0,3.0,0.1,0.1,0.1,0.0,170.0,0.83,1.0,1.2,10.22,2.0,0.0,-9.22,784.31,0.0
16.0,18.0,3.0,0.1,0.1,0.1,0.0,170.0,0.88,1.0,1.12,10.66,2.0,0.0,-9.66,821.66,0.0
17.0,18.0,3.0,0.1,0.1,0.1,0.0,170.0,0.94,1.0,1.05,11.08,2.0,0.0,-10.08,857.39,0.0
18.0,18.0,3.0,0.1,0.1,0.1,0.0,169.99,1.0,1.0,1.0,11.48,2.0,0.0,-10.48,891.59,0.0
19.0,18.0,3.0,0.1,0.1,0.1,0.34,169.65,1.05,1.0,0.94,11.87,2.0,0.0,-10.87,920.62,0.0
20.0,18.0,3.0,0.1,0.1,0.1,0.68,169.31,1.11,1.0,0.9,12.24,2.0,0.0,-11.24,948.06,0.0
15.0,19.0,3.0,0.1,0.1,0.1,0.0,180.0,0.78,1.0,1.26,10.22,2.0,0.0,-9.22,830.45,0.0
16.0,19.0,3.0,0.1,0.1,0.1,0.0,180.0,0.84,1.0,1.18,10.66,2.0,0.0,-9.66,870.0,0.0
17.0,19.0,3.0,0.1,0.1,0.1,0.0,180.0,0.89,1.0,1.11,11.08,2.0,0.0,-10.08,907.82,0.0
18.0,19.0,3.0,0.1,0.1,0.1,0.0,180.0,0.94,1.0,1.05,11.48,2.0,0.0,-10.48,944.04,0.0
19.0,19.0,3.0,0.1,0.1,0.1,0.0,179.99,1.0,1.0,1.0,11.87,2.0,0.0,-10.87,978.75,0.0
20.0,19.0,3.0,0.1,0.1,0.1,0.34,179.65,1.05,1.0,0.95,12.24,2.0,0.0,-11.24,1008.16,0.0
15.0,20.0,3.0,0.1,0.1,0.1,0.0,190.0,0.75,1.0,1.33,10.22,2.0,0.0,-9.22,876.59,0.0
16.0,20.0,3.0,0.1,0.1,0.1,0.0,190.0,0.8,1.0,1.25,10.66,2.0,0.0,-9.66,918.33,0.0
17.0,20.0,3.0,0.1,0.1,0.1,0.0,190.0,0.85,1.0,1.17,11.08,2.0,0.0,-10.08,958.26,0.0
18.0,20.0,3.0,0.1,0.1,0.1,0.0,190.0,0.9,1.0,1.11,11.48,2.0,0.0,-10.48,996.48,0.0
19.0,20.0,3.0,0.1,0.1,0.1,0.0,190.0,0.95,1.0,1.05,11.87,2.0,0.0,-10.87,1033.12,0.0
20.0,20.0,3.0,0.1,0.1,0.1,0.0,190.0,1.0,1.0,1.0,12.24,2.0,0.0,-11.24,1068.26,0.0
15.0,15.0,0.3,0.1,0.3,0.1,23.33,70.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.25
15.0,16.0,0.3,0.1,0.3,0.1,3.5,138.0,0.93,1.0,1.06,1.0,2.0,1.0,0.0,0.0,0.02
16.0,16.0,0.3,0.1,0.3,0.1,25.0,75.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.25
15.0,17.0,0.3,0.1,0.3,0.1,1.86,152.8,0.88,1.0,1.13,1.0,2.0,1.0,0.0,0.0,0.01
16.0,17.0,0.3,0.1,0.3,0.1,4.0,146.4,0.94,1.0,1.06,1.0,2.0,1.0,0.0,0.0,0.02
15.0,18.0,0.3,0.1,0.3,0.1,1.33,164.3,0.83,1.0,1.2,1.0,2.0,1.0,0.0,0.0,0.0
16.0,18.0,0.3,0.1,0.3,0.1,2.13,161.9,0.88,1.0,1.12,1.0,2.0,1.0,0.0,0.0,0.01
17.0,18.0,0.3,0.1,0.3,0.1,4.53,154.69,0.94,1.0,1.05,1.0,2.0,1.0,0.0,0.0,0.02
18.0,18.0,0.3,0.1,0.3,0.1,28.33,85.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.24
15.0,19.0,0.3,0.1,0.3,0.1,1.06,175.0,0.78,1.0,1.26,1.0,2.0,1.0,0.0,0.0,0.0
16.0,19.0,0.3,0.1,0.3,0.1,1.5,173.7,0.84,1.0,1.18,1.0,2.0,1.0,0.0,0.0,0.0
17.0,19.0,0.3,0.1,0.3,0.1,2.4,171.0,0.89,1.0,1.11,1.0,2.0,1.0,0.0,0.0,0.01
18.0,19.0,0.3,0.1,0.3,0.1,5.1,162.9,0.94,1.0,1.05,1.0,2.0,1.0,0.0,0.0,0.03
19.0,19.0,0.3,0.1,0.3,0.1,30.0,90.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.25
15.0,20.0,0.3,0.1,0.3,0.1,0.9,185.4,0.75,1.0,1.33,1.0,2.0,0.0,0.0,0.0,0.0
16.0,20.0,0.3,0.1,0.3,0.1,1.2,184.5,0.8,1.0,1.25,1.0,2.0,1.0,0.0,0.0,0.0
17.0,20.0,0.3,0.1,0.3,0.1,1.7,183.0,0.85,1.0,1.17,1.0,2.0,1.0,0.0,0.0,0.0
18.0,20.0,0.3,0.1,0.3,0.1,2.7,180.0,0.9,1.0,1.11,1.0,2.0,1.0,0.0,0.0,0.01
19.0,20.0,0.3,0.1,0.3,0.1,5.7,171.0,0.95,1.0,1.05,1.0,2.0,1.0,0.0,0.0,0.03
15.0,15.0,0.5,0.1,0.3,0.1,0.0,139.99,1.0,1.0,1.0,1.59,2.0,0.0,-0.59,41.7,0.0
16.0,15.0,0.5,0.1,0.3,0.1,5.0,124.99,1.06,1.0,0.93,1.6,2.0,1.0,-0.6,36.0,0.03
17.0,15.0,0.5,0.1,0.3,0.1,10.0,110.0,1.13,1.0,0.88,1.6,2.0,1.0,-0.6,30.18,0.08
18.0,15.0,0.5,0.1,0.3,0.1,15.0,95.0,1.2,1.0,0.83,1.6,2.0,1.0,-0.6,24.28,0.13
19.0,15.0,0.5,0.1,0.3,0.1,20.0,80.0,1.26,1.0,0.78,1.61,2.0,1.0,-0.61,18.3,0.19
15.0,16.0,0.5,0.1,0.3,0.1,0.0,150.0,0.93,1.0,1.06,1.59,2.0,0.0,-0.59,44.68,0.0
16.0,16.0,0.5,0.1,0.3,0.1,0.0,149.99,1.0,1.0,1.0,1.6,2.0,0.0,-0.6,45.0,0.0
17.0,16.0,0.5,0.1,0.3,0.1,5.0,134.99,1.06,1.0,0.94,1.6,2.0,1.0,-0.6,39.24,0.03
18.0,16.0,0.5,0.1,0.3,0.1,10.0,120.0,1.12,1.0,0.88,1.6,2.0,1.0,-0.6,33.39,0.07
19.0,16.0,0.5,0.1,0.3,0.1,15.0,105.0,1.18,1.0,0.84,1.61,2.0,1.0,-0.61,27.45,0.12
20.0,16.0,0.5,0.1,0.3,0.1,20.0,89.99,1.25,1.0,0.8,1.61,2.0,1.0,-0.61,21.45,0.18
15.0,17.0,0.5,0.1,0.3,0.1,0.0,160.0,0.88,1.0,1.13,1.59,2.0,0.0,-0.59,47.65,0.0
16.0,17.0,0.5,0.1,0.3,0.1,0.0,160.0,0.94,1.0,1.06,1.6,2.0,0.0,-0.6,48.0,0.0
17.0,17.0,0.5,0.1,0.3,0.1,0.0,159.99,1.0,1.0,1.0,1.6,2.0,0.0,-0.6,48.3,0.0
18.0,17.0,0.5,0.1,0.3,0.1,5.0,145.0,1.05,1.0,0.94,1.6,2.0,1.0,-0.6,42.5,0.03
19.0,17.0,0.5,0.1,0.3,0.1,10.0,130.0,1.11,1.0,0.89,1.61,2.0,1.0,-0.61,36.61,0.07
20.0,17.0,0.5,0.1,0.3,0.1,15.0,114.99,1.17,1.0,0.85,1.61,2.0,1.0,-0.61,30.64,0.11
15.0,18.0,0.5,0.1,0.3,0.1,0.0,170.0,0.83,1.0,1.2,1.59,2.0,0.0,-0.59,50.63,0.0
16.0,18.0,0.5,0.1,0.3,0.1,0.0,170.0,0.88,1.0,1.12,1.6,2.0,0.0,-0.6,51.0,0.0
17.0,18.0,0.5,0.1,0.3,0.1,0.0,170.0,0.94,1.0,1.05,1.6,2.0,0.0,-0.6,51.32,0.0
18.0,18.0,0.5,0.1,0.3,0.1,0.0,169.99,1.0,1.0,1.0,1.6,2.0,0.0,-0.6,51.6,0.0
19.0,18.0,0.5,0.1,0.3,0.1,5.0,155.0,1.05,1.0,0.94,1.61,2.0,1.0,-0.61,45.76,0.03
20.0,18.0,0.5,0.1,0.3,0.1,10.0,139.99,1.11,1.0,0.9,1.61,2.0,1.0,-0.61,39.83,0.06
15.0,19.0,0.5,0.1,0.3,0.1,0.0,180.0,0.78,1.0,1.26,1.59,2.0,0.0,-0.59,53.61,0.0
16.0,19.0,0.5,0.1,0.3,0.1,0.0,180.0,0.84,1.0,1.18,1.6,2.0,0.0,-0.6,54.0,0.0
17.0,19.0,0.5,0.1,0.3,0.1,0.0,180.0,0.89,1.0,1.11,1.6,2.0,0.0,-0.6,54.33,0.0
18.0,19.0,0.5,0.1,0.3,0.1,0.0,180.0,0.94,1.0,1.05,1.6,2.0,0.0,-0.6,54.64,0.0
19.0,19.0,0.5,0.1,0.3,0.1,0.0,180.0,1.0,1.0,1.0,1.61,2.0,0.0,-0.61,54.91,0.0
20.0,19.0,0.5,0.1,0.3,0.1,5.0,164.99,1.05,1.0,0.95,1.61,2.0,1.0,-0.61,49.03,0.02
15.0,20.0,0.5,0.1,0.3,0.1,0.0,190.0,0.75,1.0,1.33,1.59,2.0,0.0,-0.59,56.59,0.0
16.0,20.0,0.5,0.1,0.3,0.1,0.0,190.0,0.8,1.0,1.25,1.6,2.0,0.0,-0.6,57.0,0.0
17.0,20.0,0.5,0.1,0.3,0.1,0.0,190.0,0.85,1.0,1.17,1.6,2.0,0.0,-0.6,57.35,0.0
18.0,20.0,0.5,0.1,0.3,0.1,0.0,190.0,0.9,1.0,1.11,1.6,2.0,0.0,-0.6,57.67,0.0
19.0,20.0,0.5,0.1,0.3,0.1,0.0,190.0,0.95,1.0,1.05,1.61,2.0,0.0,-0.61,57.96,0.0
20.0,20.0,0.5,0.1,0.3,0.1,0.0,189.99,1.0,1.0,1.0,1.61,2.0,0.0,-0.61,58.22,0.0
15.0,15.0,0.7,0.1,0.3,0.1,0.0,140.0,1.0,1.0,1.0,2.14,2.0,0.0,-1.14,80.0,0.0
16.0,15.0,0.7,0.1,0.3,0.1,2.5,132.49,1.06,1.0,0.93,2.15,2.0,1.0,-1.15,74.99,0.01
17.0,15.0,0.7,0.1,0.3,0.1,5.0,125.0,1.13,1.0,0.88,2.16,2.0,1.0,-1.16,69.81,0.03
18.0,15.0,0.7,0.1,0.3,0.1,7.5,117.49,1.2,1.0,0.83,2.17,2.0,1.0,-1.17,64.48,0.06
19.0,15.0,0.7,0.1,0.3,0.1,10.0,109.99,1.26,1.0,0.78,2.18,2.0,1.0,-1.18,59.01,0.08
20.0,15.0,0.7,0.1,0.3,0.1,12.5,102.49,1.33,1.0,0.75,2.18,2.0,1.0,-1.18,53.43,0.1
15.0,16.0,0.7,0.1,0.3,0.1,0.0,150.0,0.93,1.0,1.06,2.14,2.0,0.0,-1.14,85.71,0.0
16.0,16.0,0.7,0.1,0.3,0.1,0.0,149.99,1.0,1.0,1.0,2.15,2.0,0.0,-1.15,86.53,0.0
17.0,16.0,0.7,0.1,0.3,0.1,2.5,142.49,1.06,1.0,0.94,2.16,2.0,1.0,-1.16,81.45,0.01
18.0,16.0,0.7,0.1,0.3,0.1,5.0,134.99,1.12,1.0,0.88,2.17,2.0,1.0,-1.17,76.2,0.03
19.0,16.0,0.7,0.1,0.3,0.1,7.5,127.49,1.18,1.0,0.84,2.18,2.0,1.0,-1.18,70.81,0.05
