r1,r2,a11,a12,a21,a22,N1,N2,E1,S1,E2,S2,Rank,CoexistRank,Asy,cor,Rare
16.0,16.0,2.0,0.1,0.1,0.7,6.47,20.5,1.0,5.09,1.0,9.14,2.0,1.0,-4.05,28.42,0.24
15.0,17.0,2.0,0.1,0.1,0.7,5.89,22.01,0.88,5.17,1.13,8.82,2.0,1.0,-3.64,29.4,0.21
16.0,17.0,2.0,0.1,0.1,0.7,6.4,21.94,0.94,5.17,1.06,9.14,2.0,1.0,-3.96,30.83,0.22
17.0,17.0,2.0,0.1,0.1,0.7,6.9,21.87,1.0,5.17,1.0,9.44,2.0,1.0,-4.27,31.95,0.24
15.0,18.0,2.0,0.1,0.1,0.7,5.82,23.45,0.83,5.25,1.2,8.82,2.0,1.0,-3.57,31.49,0.19
16.0,18.0,2.0,0.1,0.1,0.7,6.33,23.38,0.88,5.25,1.12,9.14,2.0,1.0,-3.89,33.18,0.21
17.0,18.0,2.0,0.1,0.1,0.7,6.83,23.3,0.94,5.25,1.05,9.44,2.0,1.0,-4.19,34.55,0.22
18.0,18.0,2.0,0.1,0.1,0.7,7.33,23.23,1.0,5.25,1.0,9.72,2.0,1.0,-4.47,35.61,0.24
15.0,19.0,2.0,0.1,0.1,0.7,5.75,24.89,0.78,5.31,1.26,8.82,2.0,1.0,-3.5,33.52,0.18
16.0,19.0,2.0,0.1,0.1,0.7,6.25,24.82,0.84,5.31,1.18,9.14,2.0,1.0,-3.82,35.47,0.2
17.0,19.0,2.0,0.1,0.1,0.7,6.76,24.74,0.89,5.31,1.11,9.44,2.0,1.0,-4.12,37.09,0.21
18.0,19.0,2.0,0.1,0.1,0.7,7.26,24.67,0.94,5.31,1.05,9.72,2.0,1.0,-4.4,38.38,0.22
19.0,19.0,2.0,0.1,0.1,0.7,7.76,24.6,1.0,5.31,1.0,10.0,2.0,1.0,-4.68,39.39,0.24
15.0,20.0,2.0,0.1,0.1,0.7,5.68,26.33,0.75,5.38,1.33,8.82,2.0,1.0,-3.43,35.5,0.17
16.0,20.0,2.0,0.1,0.1,0.7,6.18,26.25,0.8,5.38,1.25,9.14,2.0,1.0,-3.75,37.71,0.19
17.0,20.0,2.0,0.1,0.1,0.7,6.69,26.18,0.85,5.38,1.17,9.44,2.0,1.0,-4.05,39.57,0.2
18.0,20.0,2.0,0.1,0.1,0.7,7.19,26.11,0.9,5.38,1.11,9.72,2.0,1.0,-4.34,41.1,0.21
19.0,20.0,2.0,0.1,0.1,0.7,7.69,26.04,0.95,5.38,1.05,10.0,2.0,1.0,-4.61,42.33,0.22
20.0,20.0,2.0,0.1,0.1,0.7,8.2,25.97,1.0,5.38,1.0,10.25,2.0,1.0,-4.87,43.28,0.23
15.0,15.0,2.5,0.1,0.1,0.7,4.82,19.31,1.0,4.99,1.0,9.61,2.0,1.0,-4.61,33.42,0.2
16.0,15.0,2.5,0.1,0.1,0.7,5.22,19.25,1.06,4.99,0.93,10.0,2.0,1.0,-5.0,35.05,0.21
17.0,15.0,2.5,0.1,0.1,0.7,5.63,19.19,1.13,4.99,0.88,10.36,2.0,1.0,-5.36,36.38,0.22
18.0,15.0,2.5,0.1,0.1,0.7,6.03,19.13,1.2,4.99,0.83,10.71,2.0,1.0,-5.71,37.43,0.23
15.0,16.0,2.5,0.1,0.1,0.7,4.77,20.74,0.93,5.09,1.06,9.61,2.0,1.0,-4.52,36.14,0.18
16.0,16.0,2.5,0.1,0.1,0.7,5.17,20.68,1.0,5.09,1.0,10.0,2.0,1.0,-4.9,38.08,0.2
17.0,16.0,2.5,0.1,0.1,0.7,5.57,20.63,1.06,5.09,0.94,10.36,2.0,1.0,-5.27,39.71,0.21
18.0,16.0,2.5,0.1,0.1,0.7,5.97,20.57,1.12,5.09,0.88,10.71,2.0,1.0,-5.62,41.04,0.22
19.0,16.0,2.5,0.1,0.1,0.7,6.37,20.51,1.18,5.09,0.84,11.04,2.0,1.0,-5.95,42.09,0.23
20.0,16.0,2.5,0.1,0.1,0.7,6.78,20.45,1.25,5.09,0.8,11.36,2.0,1.0,-6.27,42.89,0.24
15.0,17.0,2.5,0.1,0.1,0.7,4.71,22.18,0.88,5.17,1.13,9.61,2.0,1.0,-4.44,38.79,0.17
16.0,17.0,2.5,0.1,0.1,0.7,5.11,22.12,0.94,5.17,1.06,10.0,2.0,1.0,-4.82,41.04,0.18
17.0,17.0,2.5,0.1,0.1,0.7,5.51,22.06,1.0,5.17,1.0,10.36,2.0,1.0,-5.19,42.96,0.19
18.0,17.0,2.5,0.1,0.1,0.7,5.91,22.01,1.05,5.17,0.94,10.71,2.0,1.0,-5.54,44.57,0.21
19.0,17.0,2.5,0.1,0.1,0.7,6.32,21.95,1.11,5.17,0.89,11.04,2.0,1.0,-5.87,45.9,0.22
20.0,17.0,2.5,0.1,0.1,0.7,6.72,21.89,1.17,5.17,0.85,11.36,2.0,1.0,-6.18,46.95,0.23
15.0,18.0,2.5,0.1,0.1,0.7,4.65,23.62,0.83,5.25,1.2,9.61,2.0,1.0,-4.36,41.39,0.16
16.0,18.0,2.5,0.1,0.1,0.7,5.05,23.56,0.88,5.25,1.12,10.0,2.0,1.0,-4.75,43.95,0.17
17.0,18.0,2.5,0.1,0.1,0.7,5.45,23.5,0.94,5.25,1.05,10.36,2.0,1.0,-5.11,46.16,0.18
18.0,18.0,2.5,0.1,0.1,0.7,5.86,23.44,1.0,5.25,1.0,10.71,2.0,1.0,-5.46,48.04,0.19
19.0,18.0,2.5,0.1,0.1,0.7,6.26,23.39,1.05,5.25,0.94,11.04,2.0,1.0,-5.79,49.63,0.21
20.0,18.0,2.5,0.1,0.1,0.7,6.66,23.33,1.11,5.25,0.9,11.36,2.0,1.0,-6.11,50.94,0.22
15.0,19.0,2.5,0.1,0.1,0.7,4.59,25.05,0.78,5.31,1.26,9.61,2.0,1.0,-4.29,43.94,0.15
16.0,19.0,2.5,0.1,0.1,0.7,5.0,25.0,0.84,5.31,1.18,10.0,2.0,1.0,-4.68,46.8,0.16
17.0,19.0,2.5,0.1,0.1,0.7,5.4,24.94,0.89,5.31,1.11,10.36,2.0,1.0,-5.04,49.29,0.17
18.0,19.0,2.5,0.1,0.1,0.7,5.8,24.88,0.94,5.31,1.05,10.71,2.0,1.0,-5.39,51.46,0.18
19.0,19.0,2.5,0.1,0.1,0.7,6.2,24.82,1.0,5.31,1.0,11.04,2.0,1.0,-5.72,53.31,0.19
20.0,19.0,2.5,0.1,0.1,0.7,6.6,24.77,1.05,5.31,0.95,11.36,2.0,1.0,-6.04,54.87,0.21
15.0,20.0,2.5,0.1,0.1,0.7,4.54,26.49,0.75,5.38,1.33,9.61,2.0,1.0,-4.23,46.44,0.14
16.0,20.0,2.5,0.1,0.1,0.7,4.94,26.43,0.8,5.38,1.25,10.0,2.0,1.0,-4.61,49.6,0.15
17.0,20.0,2.5,0.1,0.1,0.7,5.34,26.37,0.85,5.38,1.17,10.36,2.0,1.0,-4.98,52.38,0.16
18.0,20.0,2.5,0.1,0.1,0.7,5.74,26.32,0.9,5.38,1.11,10.71,2.0,1.0,-5.32,54.82,0.17
19.0,20.0,2.5,0.1,0.1,0.7,6.14,26.26,0.95,5.38,1.05,11.04,2.0,1.0,-5.66,56.94,0.18
20.0,20.0,2.5,0.1,0.1,0.7,6.55,26.2,1.0,5.38,1.0,11.36,2.0,1.0,-5.97,58.75,0.19
15.0,15.0,3.0,0.1,0.1,0.7,4.01,19.42,1.0,4.99,1.0,10.22,2.0,1.0,-5.22,40.26,0.17
16.0,15.0,3.0,0.1,0.1,0.7,4.35,19.37,1.06,4.99,0.93,10.66,2.0,1.0,-5.66,42.56,0.18
17.0,15.0,3.0,0.1,0.1,0.7,4.68,19.33,1.13,4.99,0.88,11.08,2.0,1.0,-6.08,44.56,0.19
18.0,15.0,3.0,0.1,0.1,0.7,5.02,19.28,1.2,4.99,0.83,11.48,2.0,1.0,-6.48,46.26,0.2
19.0,15.0,3.0,0.1,0.1,0.7,5.35,19.23,1.26,4.99,0.78,11.87,2.0,1.0,-6.87,47.69,0.21
20.0,15.0,3.0,0.1,0.1,0.7,5.69,19.18,1.33,4.99,0.75,12.24,2.0,1.0,-7.24,48.87,0.22
15.0,16.0,3.0,0.1,0.1,0.7,3.97,20.86,0.93,5.09,1.06,10.22,2.0,1.0,-5.13,43.37,0.15
16.0,16.0,3.0,0.1,0.1,0.7,4.3,20.81,1.0,5.09,1.0,10.66,2.0,1.0,-5.57,46.02,0.17
17.0,16.0,3.0,0.1,0.1,0.7,4.64,20.76,1.06,5.09,0.94,11.08,2.0,1.0,-5.99,48.34,0.18
18.0,16.0,3.0,0.1,0.1,0.7,4.97,20.71,1.12,5.09,0.88,11.48,2.0,1.0,-6.39,50.36,0.19
19.0,16.0,3.0,0.1,0.1,0.7,5.31,20.66,1.18,5.09,0.84,11.87,2.0,1.0,-6.78,52.09,0.2
20.0,16.0,3.0,0.1,0.1,0.7,5.64,20.62,1.25,5.09,0.8,12.24,2.0,1.0,-7.15,53.56,0.21
15.0,17.0,3.0,0.1,0.1,0.7,3.92,22.29,0.88,5.17,1.13,10.22,2.0,1.0,-5.05,46.42,0.14
16.0,17.0,3.0,0.1,0.1,0.7,4.25,22.24,0.94,5.17,1.06,10.66,2.0,1.0,-5.49,49.4,0.16
17.0,17.0,3.0,0.1,0.1,0.7,4.59,22.2,1.0,5.17,1.0,11.08,2.0,1.0,-5.91,52.05,0.17
18.0,17.0,3.0,0.1,0.1,0.7,4.92,22.15,1.05,5.17,0.94,11.48,2.0,1.0,-6.31,54.39,0.18
19.0,17.0,3.0,0.1,0.1,0.7,5.26,22.1,1.11,5.17,0.89,11.87,2.0,1.0,-6.7,56.43,0.19
20.0,17.0,3.0,0.1,0.1,0.7,5.59,22.05,1.17,5.17,0.85,12.24,2.0,1.0,-7.07,58.19,0.2
15.0,18.0,3.0,0.1,0.1,0.7,3.87,23.73,0.83,5.25,1.2,10.22,2.0,1.0,-4.97,49.41,0.14
16.0,18.0,3.0,0.1,0.1,0.7,4.21,23.68,0.88,5.25,1.12,10.66,2.0,1.0,-5.41,52.74,0.15
17.0,18.0,3.0,0.1,0.1,0.7,4.54,23.63,0.94,5.25,1.05,11.08,2.0,1.0,-5.83,55.71,0.16
18.0,18.0,3.0,0.1,0.1,0.7,4.88,23.58,1.0,5.25,1.0,11.48,2.0,1.0,-6.23,58.36,0.17
19.0,18.0,3.0,0.1,0.1,0.7,5.21,23.54,1.05,5.25,0.94,11.87,2.0,1.0,-6.62,60.7,0.18
20.0,18.0,3.0,0.1,0.1,0.7,5.55,23.49,1.11,5.25,0.9,12.24,2.0,1.0,-6.99,62.75,0.19
15.0,19.0,3.0,0.1,0.1,0.7,3.82,25.16,0.78,5.31,1.26,10.22,2.0,1.0,-4.9,52.35,0.13
16.0,19.0,3.0,0.1,0.1,0.7,4.16,25.11,0.84,5.31,1.18,10.66,2.0,1.0,-5.34,56.02,0.14
17.0,19.0,3.0,0.1,0.1,0.7,4.49,25.07,0.89,5.31,1.11,11.08,2.0,1.0,-5.76,59.32,0.15
18.0,19.0,3.0,0.1,0.1,0.7,4.83,25.02,0.94,5.31,1.05,11.48,2.0,1.0,-6.16,62.28,0.16
19.0,19.0,3.0,0.1,0.1,0.7,5.16,24.97,1.0,5.31,1.0,11.87,2.0,1.0,-6.55,64.92,0.17
20.0,19.0,3.0,0.1,0.1,0.7,5.5,24.92,1.05,5.31,0.95,12.24,2.0,1.0,-6.92,67.26,0.18
15.0,20.0,3.0,0.1,0.1,0.7,3.77,26.6,0.75,5.38,1.33,10.22,2.0,1.0,-4.84,55.26,0.12
16.0,20.0,3.0,0.1,0.1,0.7,4.11,26.55,0.8,5.38,1.25,10.66,2.0,1.0,-5.28,59.26,0.13
17.0,20.0,3.0,0.1,0.1,0.7,4.44,26.5,0.85,5.38,1.17,11.08,2.0,1.0,-5.7,62.88,0.14
18.0,20.0,3.0,0.1,0.1,0.7,4.78,26.45,0.9,5.38,1.11,11.48,2.0,1.0,-6.1,66.15,0.15
19.0,20.0,3.0,0.1,0.1,0.7,5.11,26.41,0.95,5.38,1.05,11.87,2.0,1.0,-6.49,69.09,0.16
20.0,20.0,3.0,0.1,0.1,0.7,5.45,26.36,1.0,5.38,1.0,12.24,2.0,1.0,-6.86,71.72,0.17
15.0,19.0,0.9,0.3,0.1,0.7,7.33,24.66,0.78,2.18,1.26,5.86,2.0,1.0,-3.68,31.97,0.22
15.0,20.0,0.9,0.3,0.1,0.7,6.83,26.16,0.75,2.18,1.33,5.86,2.0,1.0,-3.68,35.59,0.2
16.0,20.0,0.9,0.3,0.1,0.7,7.99,26.0,0.8,2.18,1.25,5.99,2.0,1.0,-3.81,34.31,0.23
15.0,18.0,1.0,0.3,0.1,0.7,7.01,23.28,0.83,2.17,1.2,6.24,2.0,1.0,-4.07,33.16,0.23
15.0,19.0,1.0,0.3,0.1,0.7,6.56,24.77,0.78,2.18,1.26,6.24,2.0,1.0,-4.06,37.05,0.2
16.0,19.0,1.0,0.3,0.1,0.7,7.61,24.62,0.84,2.18,1.18,6.4,2.0,1.0,-4.21,35.89,0.23
15.0,20.0,1.0,0.3,0.1,0.7,6.11,26.26,0.75,2.18,1.33,6.24,2.0,1.0,-4.06,40.92,0.18
16.0,20.0,1.0,0.3,0.1,0.7,7.16,26.11,0.8,2.18,1.25,6.4,2.0,1.0,-4.21,39.92,0.21
17.0,20.0,1.0,0.3,0.1,0.7,8.2,25.97,0.85,2.18,1.17,6.53,2.0,1.0,-4.35,38.63,0.24
15.0,15.0,1.5,0.3,0.1,0.7,5.49,19.21,1.0,2.14,1.0,7.75,2.0,1.0,-5.61,38.53,0.22
16.0,15.0,1.5,0.3,0.1,0.7,6.17,19.11,1.06,2.14,0.93,8.0,2.0,1.0,-5.85,37.89,0.24
15.0,16.0,1.5,0.3,0.1,0.7,5.19,20.68,0.93,2.15,1.06,7.75,2.0,1.0,-5.6,43.4,0.2
16.0,16.0,1.5,0.3,0.1,0.7,5.88,20.58,1.0,2.15,1.0,8.0,2.0,1.0,-5.84,42.98,0.22
17.0,16.0,1.5,0.3,0.1,0.7,6.56,20.49,1.06,2.15,0.94,8.22,2.0,1.0,-6.07,42.26,0.24
15.0,17.0,1.5,0.3,0.1,0.7,4.9,22.15,0.88,2.16,1.13,7.75,2.0,1.0,-5.59,48.27,0.18
16.0,17.0,1.5,0.3,0.1,0.7,5.58,22.05,0.94,2.16,1.06,8.0,2.0,1.0,-5.83,48.06,0.2
17.0,17.0,1.5,0.3,0.1,0.7,6.27,21.96,1.0,2.16,1.0,8.22,2.0,1.0,-6.06,47.54,0.22
18.0,17.0,1.5,0.3,0.1,0.7,6.96,21.86,1.05,2.16,0.94,8.43,2.0,1.0,-6.27,46.74,0.24
15.0,18.0,1.5,0.3,0.1,0.7,4.6,23.62,0.83,2.17,1.2,7.75,2.0,1.0,-5.58,53.12,0.16
16.0,18.0,1.5,0.3,0.1,0.7,5.29,23.52,0.88,2.17,1.12,8.0,2.0,1.0,-5.82,53.13,0.18
17.0,18.0,1.5,0.3,0.1,0.7,5.98,23.43,0.94,2.17,1.05,8.22,2.0,1.0,-6.05,52.81,0.2
18.0,18.0,1.5,0.3,0.1,0.7,6.66,23.33,1.0,2.17,1.0,8.43,2.0,1.0,-6.26,52.2,0.22
19.0,18.0,1.5,0.3,0.1,0.7,7.35,23.23,1.05,2.17,0.94,8.63,2.0,1.0,-6.46,51.33,0.24
15.0,19.0,1.5,0.3,0.1,0.7,4.31,25.09,0.78,2.18,1.26,7.75,2.0,1.0,-5.57,57.97,0.14
16.0,19.0,1.5,0.3,0.1,0.7,4.99,25.0,0.84,2.18,1.18,8.0,2.0,1.0,-5.81,58.19,0.16
17.0,19.0,1.5,0.3,0.1,0.7,5.68,24.9,0.89,2.18,1.11,8.22,2.0,1.0,-6.04,58.08,0.18
18.0,19.0,1.5,0.3,0.1,0.7,6.37,24.8,0.94,2.18,1.05,8.43,2.0,1.0,-6.25,57.66,0.2
19.0,19.0,1.5,0.3,0.1,0.7,7.05,24.7,1.0,2.18,1.0,8.63,2.0,1.0,-6.45,56.96,0.22
20.0,19.0,1.5,0.3,0.1,0.7,7.74,24.6,1.05,2.18,0.95,8.82,2.0,1.0,-6.64,56.01,0.23
15.0,20.0,1.5,0.3,0.1,0.7,4.01,26.56,0.75,2.18,1.33,7.75,2.0,1.0,-5.57,62.81,0.13
16.0,20.0,1.5,0.3,0.1,0.7,4.7,26.47,0.8,2.18,1.25,8.0,2.0,1.0,-5.81,63.25,0.15
17.0,20.0,1.5,0.3,0.1,0.7,5.39,26.37,0.85,2.18,1.17,8.22,2.0,1.0,-6.03,63.34,0.16
18.0,20.0,1.5,0.3,0.1,0.7,6.07,26.27,0.9,2.18,1.11,8.43,2.0,1.0,-6.25,63.11,0.18
19.0,20.0,1.5,0.3,0.1,0.7,6.76,26.17,0.95,2.18,1.05,8.63,2.0,1.0,-6.44,62.59,0.2
20.0,20.0,1.5,0.3,0.1,0.7,7.45,26.07,1.0,2.18,1.0,8.82,2.0,1.0,-6.63,61.8,0.22
15.0,15.0,2.0,0.3,0.1,0.7,4.08,19.41,1.0,2.14,1.0,8.82,2.0,1.0,-6.68,51.2,0.17
16.0,15.0,2.0,0.3,0.1,0.7,4.59,19.34,1.06,2.14,0.93,9.14,2.0,1.0,-7.0,51.6,0.19
17.0,15.0,2.0,0.3,0.1,0.7,5.1,19.27,1.13,2.14,0.88,9.44,2.0,1.0,-7.3,51.69,0.2
18.0,15.0,2.0,0.3,0.1,0.7,5.62,19.19,1.2,2.14,0.83,9.72,2.0,1.0,-7.58,51.5,0.22
19.0,15.0,2.0,0.3,0.1,0.7,6.13,19.12,1.26,2.14,0.78,10.0,2.0,1.0,-7.85,51.04,0.24
15.0,16.0,2.0,0.3,0.1,0.7,3.86,20.87,0.93,2.15,1.06,8.82,2.0,1.0,-6.66,56.71,0.15
16.0,16.0,2.0,0.3,0.1,0.7,4.37,20.8,1.0,2.15,1.0,9.14,2.0,1.0,-6.98,57.39,0.17
17.0,16.0,2.0,0.3,0.1,0.7,4.89,20.72,1.06,2.15,0.94,9.44,2.0,1.0,-7.29,57.73,0.19
18.0,16.0,2.0,0.3,0.1,0.7,5.4,20.65,1.12,2.15,0.88,9.72,2.0,1.0,-7.57,57.78,0.2
19.0,16.0,2.0,0.3,0.1,0.7,5.91,20.58,1.18,2.15,0.84,10.0,2.0,1.0,-7.84,57.55,0.22
20.0,16.0,2.0,0.3,0.1,0.7,6.42,20.51,1.25,2.15,0.8,10.25,2.0,1.0,-8.1,57.07,0.23
15.0,17.0,2.0,0.3,0.1,0.7,3.64,22.33,0.88,2.16,1.13,8.82,2.0,1.0,-6.65,62.22,0.14
16.0,17.0,2.0,0.3,0.1,0.7,4.16,22.26,0.94,2.16,1.06,9.14,2.0,1.0,-6.97,63.16,0.15
17.0,17.0,2.0,0.3,0.1,0.7,4.67,22.18,1.0,2.16,1.0,9.44,2.0,1.0,-7.28,63.77,0.17
18.0,17.0,2.0,0.3,0.1,0.7,5.18,22.11,1.05,2.16,0.94,9.72,2.0,1.0,-7.56,64.06,0.18
19.0,17.0,2.0,0.3,0.1,0.7,5.69,22.04,1.11,2.16,0.89,10.0,2.0,1.0,-7.83,64.06,0.2
20.0,17.0,2.0,0.3,0.1,0.7,6.2,21.97,1.17,2.16,0.85,10.25,2.0,1.0,-8.09,63.79,0.22
15.0,18.0,2.0,0.3,0.1,0.7,3.43,23.79,0.83,2.17,1.2,8.82,2.0,1.0,-6.65,67.72,0.12
16.0,18.0,2.0,0.3,0.1,0.7,3.94,23.72,0.88,2.17,1.12,9.14,2.0,1.0,-6.97,68.94,0.14
17.0,18.0,2.0,0.3,0.1,0.7,4.45,23.64,0.94,2.17,1.05,9.44,2.0,1.0,-7.27,69.8,0.15
18.0,18.0,2.0,0.3,0.1,0.7,4.96,23.57,1.0,2.17,1.0,9.72,2.0,1.0,-7.55,70.33,0.17
19.0,18.0,2.0,0.3,0.1,0.7,5.47,23.5,1.05,2.17,0.94,10.0,2.0,1.0,-7.82,70.56,0.18
20.0,18.0,2.0,0.3,0.1,0.7,5.98,23.43,1.11,2.17,0.9,10.25,2.0,1.0,-8.08,70.51,0.2
15.0,19.0,2.0,0.3,0.1,0.7,3.21,25.25,0.78,2.18,1.26,8.82,2.0,1.0,-6.64,73.22,0.11
16.0,19.0,2.0,0.3,0.1,0.7,3.72,25.18,0.84,2.18,1.18,9.14,2.0,1.0,-6.96,74.7,0.12
17.0,19.0,2.0,0.3,0.1,0.7,4.23,25.1,0.89,2.18,1.11,9.44,2.0,1.0,-7.26,75.82,0.14
18.0,19.0,2.0,0.3,0.1,0.7,4.74,25.03,0.94,2.18,1.05,9.72,2.0,1.0,-7.54,76.59,0.15
19.0,19.0,2.0,0.3,0.1,0.7,5.25,24.96,1.0,2.18,1.0,10.0,2.0,1.0,-7.81,77.05,0.17
20.0,19.0,2.0,0.3,0.1,0.7,5.76,24.89,1.05,2.18,0.95,10.25,2.0,1.0,-8.07,77.22,0.18
15.0,20.0,2.0,0.3,0.1,0.7,2.99,26.71,0.75,2.18,1.33,8.82,2.0,1.0,-6.63,78.71,0.1
16.0,20.0,2.0,0.3,0.1,0.7,3.5,26.64,0.8,2.18,1.25,9.14,2.0,1.0,-6.95,80.46,0.11
17.0,20.0,2.0,0.3,0.1,0.7,4.01,26.56,0.85,2.18,1.17,9.44,2.0,1.0,-7.25,81.83,0.13
18.0,20.0,2.0,0.3,0.1,0.7,4.52,26.49,0.9,2.18,1.11,9.72,2.0,1.0,-7.54,82.85,0.14
19.0,20.0,2.0,0.3,0.1,0.7,5.03,26.42,0.95,2.18,1.05,10.0,2.0,1.0,-7.81,83.54,0.16
20.0,20.0,2.0,0.3,0.1,0.7,5.54,26.35,1.0,2.18,1.0,10.25,2.0,1.0,-8.06,83.92,0.17
15.0,15.0,2.5,0.3,0.1,0.7,3.25,19.53,1.0,2.14,1.0,9.61,2.0,1.0,-7.47,60.82,0.14
16.0,15.0,2.5,0.3,0.1,0.7,3.66,19.47,1.06,2.14,0.93,10.0,2.0,1.0,-7.85,62.12,0.15
17.0,15.0,2.5,0.3,0.1,0.7,4.06,19.41,1.13,2.14,0.88,10.36,2.0,1.0,-8.22,63.1,0.17
18.0,15.0,2.5,0.3,0.1,0.7,4.47,19.36,1.2,2.14,0.83,10.71,2.0,1.0,-8.57,63.78,0.18
19.0,15.0,2.5,0.3,0.1,0.7,4.88,19.3,1.26,2.14,0.78,11.04,2.0,1.0,-8.9,64.18,0.2
20.0,15.0,2.5,0.3,0.1,0.7,5.29,19.24,1.33,2.14,0.75,11.36,2.0,1.0,-9.22,64.33,0.21
15.0,16.0,2.5,0.3,0.1,0.7,3.08,20.98,0.93,2.15,1.06,9.61,2.0,1.0,-7.46,66.8,0.12
16.0,16.0,2.5,0.3,0.1,0.7,3.48,20.93,1.0,2.15,1.0,10.0,2.0,1.0,-7.84,68.42,0.14
17.0,16.0,2.5,0.3,0.1,0.7,3.89,20.87,1.06,2.15,0.94,10.36,2.0,1.0,-8.21,69.7,0.15
18.0,16.0,2.5,0.3,0.1,0.7,4.3,20.81,1.12,2.15,0.88,10.71,2.0,1.0,-8.56,70.67,0.17
19.0,16.0,2.5,0.3,0.1,0.7,4.7,20.75,1.18,2.15,0.84,11.04,2.0,1.0,-8.89,71.34,0.18
20.0,16.0,2.5,0.3,0.1,0.7,5.11,20.69,1.25,2.15,0.8,11.36,2.0,1.0,-9.2,71.75,0.19
15.0,17.0,2.5,0.3,0.1,0.7,2.9,22.44,0.88,2.16,1.13,9.61,2.0,1.0,-7.45,72.78,0.11
16.0,17.0,2.5,0.3,0.1,0.7,3.31,22.38,0.94,2.16,1.06,10.0,2.0,1.0,-7.83,74.71,0.12
17.0,17.0,2.5,0.3,0.1,0.7,3.72,22.32,1.0,2.16,1.0,10.36,2.0,1.0,-8.2,76.29,0.14
18.0,17.0,2.5,0.3,0.1,0.7,4.12,22.26,1.05,2.16,0.94,10.71,2.0,1.0,-8.55,77.55,0.15
19.0,17.0,2.5,0.3,0.1,0.7,4.53,22.2,1.11,2.16,0.89,11.04,2.0,1.0,-8.88,78.49,0.16
20.0,17.0,2.5,0.3,0.1,0.7,4.94,22.15,1.17,2.16,0.85,11.36,2.0,1.0,-9.19,79.16,0.18
15.0,18.0,2.5,0.3,0.1,0.7,2.73,23.89,0.83,2.17,1.2,9.61,2.0,1.0,-7.44,78.75,0.1
16.0,18.0,2.5,0.3,0.1,0.7,3.13,23.83,0.88,2.17,1.12,10.0,2.0,1.0,-7.82,81.0,0.11
17.0,18.0,2.5,0.3,0.1,0.7,3.54,23.77,0.94,2.17,1.05,10.36,2.0,1.0,-8.19,82.88,0.12
18.0,18.0,2.5,0.3,0.1,0.7,3.95,23.72,1.0,2.17,1.0,10.71,2.0,1.0,-8.54,84.42,0.14
19.0,18.0,2.5,0.3,0.1,0.7,4.36,23.66,1.05,2.17,0.94,11.04,2.0,1.0,-8.87,85.64,0.15
20.0,18.0,2.5,0.3,0.1,0.7,4.76,23.6,1.11,2.17,0.9,11.36,2.0,1.0,-9.19,86.56,0.16
15.0,19.0,2.5,0.3,0.1,0.7,2.55,25.34,0.78,2.18,1.26,9.61,2.0,1.0,-7.43,84.72,0.09
16.0,19.0,2.5,0.3,0.1,0.7,2.96,25.29,0.84,2.18,1.18,10.0,2.0,1.0,-7.81,87.28,0.1
17.0,19.0,2.5,0.3,0.1,0.7,3.37,25.23,0.89,2.18,1.11,10.36,2.0,1.0,-8.18,89.46,0.11
18.0,19.0,2.5,0.3,0.1,0.7,3.77,25.17,0.94,2.18,1.05,10.71,2.0,1.0,-8.53,91.29,0.13
19.0,19.0,2.5,0.3,0.1,0.7,4.18,25.11,1.0,2.18,1.0,11.04,2.0,1.0,-8.86,92.78,0.14
20.0,19.0,2.5,0.3,0.1,0.7,4.59,25.05,1.05,2.18,0.95,11.36,2.0,1.0,-9.18,93.96,0.15
15.0,20.0,2.5,0.3,0.1,0.7,2.38,26.8,0.75,2.18,1.33,9.61,2.0,1.0,-7.42,90.68,0.08
16.0,20.0,2.5,0.3,0.1,0.7,2.79,26.74,0.8,2.18,1.25,10.0,2.0,1.0,-7.81,93.56,0.09
17.0,20.0,2.5,0.3,0.1,0.7,3.19,26.68,0.85,2.18,1.17,10.36,2.0,1.0,-8.17,96.04,0.1
18.0,20.0,2.5,0.3,0.1,0.7,3.6,26.62,0.9,2.18,1.11,10.71,2.0,1.0,-8.52,98.15,0.11
19.0,20.0,2.5,0.3,0.1,0.7,4.01,26.56,0.95,2.18,1.05,11.04,2.0,1.0,-8.85,99.92,0.13
20.0,20.0,2.5,0.3,0.1,0.7,4.41,26.51,1.0,2.18,1.0,11.36,2.0,1.0,-9.17,101.36,0.14
15.0,15.0,3.0,0.3,0.1,0.7,2.7,19.61,1.0,2.14,1.0,10.22,2.0,1.0,-8.08,68.34,0.12
16.0,15.0,3.0,0.3,0.1,0.7,3.04,19.56,1.06,2.14,0.93,10.66,2.0,1.0,-8.52,70.41,0.13
17.0,15.0,3.0,0.3,0.1,0.7,3.38,19.51,1.13,2.14,0.88,11.08,2.0,1.0,-8.94,72.15,0.14
18.0,15.0,3.0,0.3,0.1,0.7,3.71,19.46,1.2,2.14,0.83,11.48,2.0,1.0,-9.34,73.59,0.16
19.0,15.0,3.0,0.3,0.1,0.7,4.05,19.42,1.26,2.14,0.78,11.87,2.0,1.0,-9.73,74.75,0.17
20.0,15.0,3.0,0.3,0.1,0.7,4.39,19.37,1.33,2.14,0.75,12.24,2.0,1.0,-10.1,75.64,0.18
15.0,16.0,3.0,0.3,0.1,0.7,2.56,21.06,0.93,2.15,1.06,10.22,2.0,1.0,-8.07,74.68,0.1
