r1,r2,a11,a12,a21,a22,N1,N2,FE1,S1,FE2,S2,Rank,Coexist,Asy,cor_sos,Rare,PGR1,PGR2,A1,A2,B,C
20.0,18.0,0.1,1.0,0.3,0.9,0.0,18.88888888888889,1.1111111111111112,0.9050279329608938,0.9,0.3448275862068966,2.0,0.0,0.5602003467539972,-5.290781052676641,0.0,,0.0,True,False,False,False
17.0,15.0,0.1,1.0,0.5,0.9,0.0,15.555555555555555,1.1333333333333333,0.9060402684563758,0.8823529411764706,0.2098765432098765,2.0,0.0,0.6961637252464992,-5.4146067519172165,0.0,,0.0,True,False,False,False
18.0,15.0,0.1,1.0,0.5,0.9,0.0,15.555555555555555,1.2,0.9060402684563758,0.8333333333333334,0.2093023255813953,2.0,0.0,0.6967379428749804,-5.419072889027625,0.0,,0.0,True,False,False,False
19.0,15.0,0.1,1.0,0.5,0.9,0.0,15.555555555555555,1.2666666666666666,0.9060402684563758,0.7894736842105263,0.2087912087912088,2.0,0.0,0.6972490596651669,-5.423048241840188,0.0,,0.0,True,False,False,False
20.0,15.0,0.1,1.0,0.5,0.9,0.0,15.555555555555555,1.3333333333333333,0.9060402684563758,0.75,0.2083333333333333,2.0,0.0,0.6977069351230424,-5.426609495401441,0.0,,0.0,True,False,False,False
18.0,16.0,0.1,1.0,0.5,0.9,0.0,16.666666666666668,1.125,0.9056603773584904,0.8888888888888888,0.2093023255813953,2.0,0.0,0.6963580517770951,-5.802983764809127,0.0,,0.0,True,False,False,False
19.0,16.0,0.1,1.0,0.5,0.9,0.0,16.666666666666668,1.1875,0.9056603773584904,0.8421052631578947,0.2087912087912088,2.0,0.0,0.6968691685672816,-5.807243071394014,0.0,,0.0,True,False,False,False
20.0,16.0,0.1,1.0,0.5,0.9,0.0,16.666666666666668,1.25,0.9056603773584904,0.8,0.2083333333333333,2.0,0.0,0.6973270440251571,-5.811058700209643,0.0,,0.0,True,False,False,False
19.0,17.0,0.1,1.0,0.5,0.9,0.0,17.77777777777778,1.1176470588235294,0.9053254437869822,0.8947368421052632,0.2087912087912088,2.0,0.0,0.6965342349957734,-6.191415422184653,0.0,,0.0,True,False,False,False
20.0,17.0,0.1,1.0,0.5,0.9,0.0,17.77777777777778,1.1764705882352942,0.9053254437869822,0.85,0.2083333333333333,2.0,0.0,0.6969921104536488,-6.195485426254657,0.0,,0.0,True,False,False,False
20.0,18.0,0.1,1.0,0.5,0.9,0.0,18.88888888888889,1.1111111111111112,0.9050279329608938,0.9,0.2083333333333333,2.0,0.0,0.6966945996275604,-6.57989344092696,0.0,,0.0,True,False,False,False
17.0,15.0,0.3,1.0,0.5,0.9,0.0,15.555555555555555,1.1333333333333333,0.9060402684563758,0.8823529411764706,0.6144578313253012,2.0,0.0,0.2915824371310745,-2.2678633999083577,0.0,,0.0,True,False,False,False
18.0,15.0,0.3,1.0,0.5,0.9,0.0,15.555555555555555,1.2,0.9060402684563758,0.8333333333333334,0.6136363636363635,2.0,0.0,0.2924039048200122,-2.2742525930445394,0.0,,0.0,True,False,False,False
19.0,15.0,0.3,1.0,0.5,0.9,0.0,15.555555555555555,1.2666666666666666,0.9060402684563758,0.7894736842105263,0.6129032258064516,2.0,0.0,0.2931370426499241,-2.2799547761660763,0.0,,0.0,True,False,False,False
20.0,15.0,0.3,1.0,0.5,0.9,0.0,15.555555555555555,1.3333333333333333,0.9060402684563758,0.75,0.6122448979591836,2.0,0.0,0.2937953704971922,-2.28507510386705,0.0,,0.0,True,False,False,False
18.0,16.0,0.3,1.0,0.5,0.9,0.0,16.666666666666668,1.125,0.9056603773584904,0.8888888888888888,0.6136363636363635,2.0,0.0,0.2920240137221269,-2.4335334476843915,0.0,,0.0,True,False,False,False
19.0,16.0,0.3,1.0,0.5,0.9,0.0,16.666666666666668,1.1875,0.9056603773584904,0.8421052631578947,0.6129032258064516,2.0,0.0,0.2927571515520388,-2.439642929600324,0.0,,0.0,True,False,False,False
20.0,16.0,0.3,1.0,0.5,0.9,0.0,16.666666666666668,1.25,0.9056603773584904,0.8,0.6122448979591836,2.0,0.0,0.2934154793993069,-2.4451289949942243,0.0,,0.0,True,False,False,False
19.0,17.0,0.3,1.0,0.5,0.9,0.0,17.77777777777778,1.1176470588235294,0.9053254437869822,0.8947368421052632,0.6129032258064516,2.0,0.0,0.2924222179805306,-2.5993086042713838,0.0,,0.0,True,False,False,False
